Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSDARG00000034146		Q5RGW5
ENSDARG00000077751		E9QCS0
ENSDARG00000098221		A1A5W4
ENSDARG00000070560		F8W244
ENSDARG00000037405		X1WGB3
ENSDARG00000104058		A0A0R4IB27
ENSDARG00000034146		E7EXV3
ENSDARG00000006332	Q5PNP1	
ENSDARG00000019881		Q1LVH3
ENSDARG00000044528		A0A0R4IYC8
ENSDARG00000077119		E9QEK8
ENSDARG00000019881		Q1LVH2
ENSDARG00000061742		Q1LUX7
ENSDARG00000079622		
ENSDARG00000006786		Q6DKF5
ENSDARG00000088357		A3KQR0
ENSDARG00000034146		F1QMB9
ENSDARG00000045415		F1RE11
ENSDARG00000019881		F1R8Z4
ENSDARG00000098868		A0A0R4IUH7
ENSDARG00000007734	B8JKF4	
ENSDARG00000006786		Q9IB47
ENSDARG00000003754		Q503H8
ENSDARG00000061742		F1QZT1
ENSDARG00000098868		A0A0R4IK82
ENSDARG00000077119		E9QBD1
ENSDARG00000006332		F1QJC7
ENSDARG00000029994		F8W634
ENSDARG00000004447		A0A0G2KLE2
ENSDARG00000029994		F1RAQ0
ENSDARG00000004447		F1QJG4
ENSDARG00000019881		A0A0R4ICR8
ENSDARG00000075567		B8K0E7
ENSDARG00000077751		E7F654
ENSDARG00000006332		E9QIC3
ENSDARG00000019881		Q6PH44
ENSDARG00000100411		A0A0J9YJ87
ENSDARG00000057110		Q6PGY3
ENSDARG00000091058		E7F4N7
ENSDARG00000033172	Q06726	B3DI15
ENSDARG00000032277		A5WVY0
ENSDARG00000015557		Q6DC07
ENSDARG00000037405		Q567F5
ENSDARG00000077119	F1Q575	
ENSDARG00000068992		Q6NYR4
ENSDARG00000077119		F1QY83
ENSDARG00000092556		A2BGQ2
ENSDARG00000087994		A0A140LFU1
ENSDARG00000068992		Q1LY29
ENSDARG00000015557		E9QJ35
ENSDARG00000074728		F1R297
ENSDARG00000061742		F1QN00
ENSDARG00000087994		F1REM4
ENSDARG00000032277		R4GEI8
ENSDARG00000037405		X1WEY5
ENSDARG00000074728		E9QH17
ENSDARG00000015557		E9QCB5
ENSDARG00000068992		Q1LY27
ENSDARG00000104815		A0A0R4IL20
ENSDARG00000077119		F1QW29
ENSDARG00000039208		F1QLG7
ENSDARG00000032277		A5WVY1
ENSDARG00000102076		A0A0R4IIR6
ENSDARG00000007315		Q7ZTV0
ENSDARG00000077119		F1RCP4
ENSDARG00000068992		A0A0R4IVB0
ENSDARG00000007135		E9QGK5
ENSDARG00000032277		A0A0R4INW2
ENSDARG00000056949		E7FFG8
ENSDARG00000059130		F1QHR9
ENSDARG00000019973		Q803L5
ENSDARG00000043511		Q5TZD2
ENSDARG00000043720		Q7ZU79
ENSDARG00000077119		E9QI50
ENSDARG00000039263		E7FDZ5
ENSDARG00000039263		E9QBS9
ENSDARG00000077119		E7F490
ENSDARG00000059130		F1QQG0
ENSDARG00000068992		A0A0R4IMF8
ENSDARG00000041155		A8E7S8
ENSDARG00000056949		A0A0R4IKG0
ENSDARG00000104815		A0A0R4IZG9
ENSDARG00000044626		F1QGC9
ENSDARG00000104297		A0A0R4ILT6
ENSDARG00000076163		B8A4T5
ENSDARG00000103509		A0A0R4IP52
ENSDARG00000077119		F1QHV7
ENSDARG00000029907		Q5RHH1
ENSDARG00000055629		F1QBM7
ENSDARG00000103347		B3DJ50
ENSDARG00000029907		Q5RHH2
ENSDARG00000007315		Q5RGX2
ENSDARG00000007315		Q5RGX5
ENSDARG00000007135		F1Q4L8
ENSDARG00000007315		Q5RGX4
ENSDARG00000005049		F1QVA7
ENSDARG00000057027		Q4G5T7
ENSDARG00000026225		B8JIA4
ENSDARG00000005049		E9QIW7
ENSDARG00000040180		B8JLA3
ENSDARG00000076379		B3DIX8
ENSDARG00000000760	Q7ZZ00	
ENSDARG00000063079	A3KPK0	
ENSDARG00000024687		B0R0T5
ENSDARG00000094286		A2BFS8
ENSDARG00000076569		E7F073
ENSDARG00000024687		A0A0R4IMD8
ENSDARG00000062483		A3KQB0
ENSDARG00000075504		X1WG91
ENSDARG00000055730		Q5U3I5
ENSDARG00000076379		B3DIX8
ENSDARG00000069066		E7FCK6
ENSDARG00000075504		E7FBY1
ENSDARG00000038835		F1QXN7
ENSDARG00000040180		B3DIQ6
ENSDARG00000104139		Q9DEU2
ENSDARG00000015273		F8W307
ENSDARG00000098679		A0A0R4IZD5
ENSDARG00000101445		A0A0N4SUD6
ENSDARG00000063079		K4IKE9
ENSDARG00000011956	Q98879	
ENSDARG00000104139		A0A0R4IK21
ENSDARG00000092816		E9QBU6
ENSDARG00000095451		A0A0R4IPJ6
ENSDARG00000015273		F8W379
ENSDARG00000095451		A0A0R4IPJ6
ENSDARG00000070964		Q1L8D8
ENSDARG00000055903		E9QE89
ENSDARG00000011956	Q98879	
ENSDARG00000038835		Q6IQL7
ENSDARG00000095451		A0A0R4IYP6
ENSDARG00000095451		A0A0R4IX94
ENSDARG00000098679		A0A0R4IBW5
ENSDARG00000045608		X1WEY6
ENSDARG00000018105		A0A0R4IEL5
ENSDARG00000095774		E9QIK0
ENSDARG00000045608		E7EZE0
ENSDARG00000079217		F8W5N6
ENSDARG00000005894		
ENSDARG00000015273		F1QAR9
ENSDARG00000079217		E7F6E0
ENSDARG00000005894		
ENSDARG00000096644		R4GDX1
ENSDARG00000005894		F1QGJ2
ENSDARG00000101445		A0A0N4STP4
ENSDARG00000063177		F1QDQ5
ENSDARG00000070964		I3ISL0
ENSDARG00000033928		F1QYW5
ENSDARG00000095893		F8W2V2
ENSDARG00000101859		A0A0R4IQ06
ENSDARG00000095774		E9QFP7
ENSDARG00000033928		F1QYW5
ENSDARG00000101859		A0A0R4I9I4
ENSDARG00000005894		
ENSDARG00000089645		F1QJT5
ENSDARG00000055903		F1R8J8
ENSDARG00000018105		Q08BX6
ENSDARG00000095893		U3JAU6
ENSDARG00000023927		Q7SY41
ENSDARG00000005894		F1QGJ2
ENSDARG00000018105		F6P0J3
ENSDARG00000095774		E9QE49
ENSDARG00000095893		U3JA47
ENSDARG00000023927		A0A0R4IBF5
ENSDARG00000009281		E9QF63
ENSDARG00000097264		X1WEJ4
ENSDARG00000088836		F1R5D8
ENSDARG00000055719		F1R4X0
ENSDARG00000063481		H0WEU1
ENSDARG00000056203		A2VD36
ENSDARG00000055903		E9QIH9
ENSDARG00000018105		A0A0R4IJG2
ENSDARG00000088836		E9QF46
ENSDARG00000093835		F1QW62
ENSDARG00000070846		Q29R83
ENSDARG00000062269		A0A0R4IUX7
ENSDARG00000055719		F1R4X0
ENSDARG00000088836		A0A0R4IYG5
ENSDARG00000097264		X1WHS4
ENSDARG00000095774		E9QHR3
ENSDARG00000039208		F1QNE0
ENSDARG00000070846		E9QES2
ENSDARG00000035161		B7ZDA5
ENSDARG00000062269		A0A0R4IUX7
ENSDARG00000097264		X1WF50
ENSDARG00000055903		F1QM35
ENSDARG00000095855		F8W324
ENSDARG00000024299		F1QBL3
ENSDARG00000070846		A8E5B6
ENSDARG00000039208		F1QWD3
ENSDARG00000009281		E7FC95
ENSDARG00000062651		B0S6Y2
ENSDARG00000055903		A0A0R4IR61
ENSDARG00000071863		F1QG85
ENSDARG00000074763	F8W4H9	
ENSDARG00000024299		
ENSDARG00000035161		F1QBU5
ENSDARG00000070846		A0A0R4IAW9
ENSDARG00000094088		B0S5H7
ENSDARG00000024299		
ENSDARG00000060683		A2CF42
ENSDARG00000016490	Q7T005	
ENSDARG00000073716		A0A0R4I9C2
ENSDARG00000060683		A2CF42
ENSDARG00000056490		F1QK89
ENSDARG00000058503		E7F1P1
ENSDARG00000056490		F1QM58
ENSDARG00000045926		E9QD41
ENSDARG00000045989		Q6DC20
ENSDARG00000078155		F1R6F0
ENSDARG00000055565		A2SZ53
ENSDARG00000022659		B0S5M0
ENSDARG00000071164		K7DY56
ENSDARG00000098852		A0A0J9YJ98
ENSDARG00000103833		A0A0R4IFD2
ENSDARG00000103833		A0A0R4ICK9
ENSDARG00000045926		Q7T0F4
ENSDARG00000057328		Q9PU62
ENSDARG00000056680		A1L1M8
ENSDARG00000078155		A8Y5T4
ENSDARG00000056490		A0A0R4IGD1
ENSDARG00000078155		F1QAI0
ENSDARG00000022659		B0S5M1
ENSDARG00000055565		F1R3W6
ENSDARG00000053774		F1QNK5
ENSDARG00000055565		E7EYY0
ENSDARG00000073766		Q6DHL8
ENSDARG00000003920		F1R3I6
ENSDARG00000056490		Q503T8
ENSDARG00000073766		Q6DHL8
ENSDARG00000099203		A0A0R4ICY9
ENSDARG00000097442		X1WGE5
ENSDARG00000104693		F1RCZ2
ENSDARG00000053774		E7F8M7
ENSDARG00000077261		E7F062
ENSDARG00000025465		O42111
ENSDARG00000078865		E7FC24
ENSDARG00000097442		A0A0R4IWZ7
ENSDARG00000045552		Q5RGZ8
ENSDARG00000090993		E7EXS0
ENSDARG00000099203		A0A0R4IUE0
ENSDARG00000045847		H0WEA2
ENSDARG00000102493		Q1LUQ2
ENSDARG00000055970		A9C3Q8
ENSDARG00000052131		F1QSH8
ENSDARG00000016710		A2ARH1
ENSDARG00000104693		A8WH79
ENSDARG00000073766		A0A0R4IWZ1
ENSDARG00000070607	Q1LWG3	
ENSDARG00000000151		I3ISF8
ENSDARG00000104693		A8WH79
ENSDARG00000071164		E9QHS2
ENSDARG00000073766		F6NPQ0
ENSDARG00000055970		A9C3Q9
ENSDARG00000013397		F1QHC0
ENSDARG00000071164		A0A0R4IWY2
ENSDARG00000045847		Q5RHZ5
ENSDARG00000055970		E9QBW5
ENSDARG00000057789		Q24JW2
ENSDARG00000095533		F1R5T6
ENSDARG00000013397		F8W5K2
ENSDARG00000099203		A0A0R4IZ15
ENSDARG00000079352		B0S8H2
ENSDARG00000076411		E7F0K3
ENSDARG00000093954		B8A643
ENSDARG00000028066		F1QSQ6
ENSDARG00000013397		F8W3E4
ENSDARG00000055970		A0A0R4IZS8
ENSDARG00000090993		A0A0R4IUS5
ENSDARG00000099203		A0A0R4IAE6
ENSDARG00000092652		F1RAY9
ENSDARG00000079352		X1WD21
ENSDARG00000092652		A0A0R4I9M2
ENSDARG00000095533		F1R5R1
ENSDARG00000030964		F1RBC5
ENSDARG00000029431		X1WFB5
ENSDARG00000094759		E9QBR3
ENSDARG00000099203		Q9DGL2
ENSDARG00000013397		F1R4S1
ENSDARG00000090993		A0A0R4IGJ9
ENSDARG00000080019		E9QF30
ENSDARG00000095533		F1QXW7
ENSDARG00000098027		X1WE16
ENSDARG00000069423		F1QH03
ENSDARG00000080019		E9QF30
ENSDARG00000099203		A0A0R4IE14
ENSDARG00000095533		F1R5R7
ENSDARG00000013397		A0A0R4IZ07
ENSDARG00000011869		X1WFC6
ENSDARG00000069423		F1QA80
ENSDARG00000041399		F1R3D8
ENSDARG00000000151	Q98867	B2GQG7
ENSDARG00000074307		F1QYH0
ENSDARG00000032161	B0S6J3	
ENSDARG00000060933		H2ZRH2
ENSDARG00000097901		X1WGW1
ENSDARG00000077826		A0A0R4IP47
ENSDARG00000097901		A0A0R4ICQ0
ENSDARG00000042751		F1QCP9
ENSDARG00000039208		E9QE69
ENSDARG00000069957		F1QXF2
ENSDARG00000101750		A0A0R4IYH0
ENSDARG00000030634		B0V154
ENSDARG00000018491		Q1ECX9
ENSDARG00000090804		E9QEQ9
ENSDARG00000069957		F1R4Q1
ENSDARG00000005891		Q6NYE6
ENSDARG00000090947		H0WF42
ENSDARG00000055838		B8A4Y6
ENSDARG00000102271		A0A0R4IW50
ENSDARG00000090947		A0A0R4ITD5
ENSDARG00000090947		A0A0R4IYF7
ENSDARG00000060130		B3DHB2
ENSDARG00000005891		H0WF81
ENSDARG00000035677		Q1LWW7
ENSDARG00000020621		A5PMS9
ENSDARG00000031907		F1QKG2
ENSDARG00000013880		E7F7E2
ENSDARG00000029501		Q1LYN4
ENSDARG00000005891		A0A0R4IHM4
ENSDARG00000020621		A5PMT0
ENSDARG00000101702		A0A0R4IV47
ENSDARG00000018491		E7FBM4
ENSDARG00000031907		E9QFI7
ENSDARG00000029501		I3ISV4
ENSDARG00000102757		A0A0R4IGZ4
ENSDARG00000073720		F1QV96
ENSDARG00000018491		A0A0R4IM07
ENSDARG00000103543		E7F1F5
ENSDARG00000031907		E9QJA3
ENSDARG00000101702		B3DH13
ENSDARG00000055415		B0V0J5
ENSDARG00000029501		F1QR60
ENSDARG00000104481		A0A0R4IPY8
ENSDARG00000074307		E7FFI6
ENSDARG00000034497		Q6TGX5
ENSDARG00000100538		A0A0R4IYX4
ENSDARG00000055225		B0V2T6
ENSDARG00000091509		F1RC46
ENSDARG00000031907		A0A0R4IKK7
ENSDARG00000016548		F1R7P2
ENSDARG00000055225		F1RB11
ENSDARG00000091909		A0A0R4IIQ4
ENSDARG00000016548		F1QB47
ENSDARG00000031907		A0A0R4IMK9
ENSDARG00000055225		F1QJ79
ENSDARG00000094328		E9QIS4
ENSDARG00000038618	Q5U3U3	
ENSDARG00000074307		F1R2N7
ENSDARG00000077475		E9QG41
ENSDARG00000010423		Q05AP0
ENSDARG00000011545		Q7T2D2
ENSDARG00000077475		A0A0R4ITK7
ENSDARG00000055945		B0S5J6
ENSDARG00000104649		A0A0R4ILY2
ENSDARG00000091619		F1QCV9
ENSDARG00000038618		B0S7W8
ENSDARG00000027465		F1QNC5
ENSDARG00000010423		F1REP3
ENSDARG00000068125		B0S8L0
ENSDARG00000005612	Q8JHE9	
ENSDARG00000091619		A0A0J9YJ48
ENSDARG00000027465		E9QB55
ENSDARG00000010423		E9QE40
ENSDARG00000026548		B8A5Q1
ENSDARG00000060362		F1R2B0
ENSDARG00000058585		K7DYB2
ENSDARG00000056099		Q5SNQ6
ENSDARG00000088709	Q7T3D0	
ENSDARG00000069799		R4GE39
ENSDARG00000060362		E9QF96
ENSDARG00000103648		A0A0R4IKW7
ENSDARG00000004046		A0A140LG36
ENSDARG00000068982		F1QR41
ENSDARG00000104782		A0A0R4IVI9
ENSDARG00000060362		E9QEJ9
ENSDARG00000038834		Q66I16
ENSDARG00000068982		F1QT09
ENSDARG00000056099		Q5SNQ6
ENSDARG00000055945		B0S5J7
ENSDARG00000103648		A0A0R4IA51
ENSDARG00000091996		A2BFS9
ENSDARG00000043562		F1R2C9
ENSDARG00000056099		Q0P437
ENSDARG00000013505		Q5PR60
ENSDARG00000100276		A0A0R4IZV2
ENSDARG00000068982		F1QES5
ENSDARG00000100276		A0A0R4ICF3
ENSDARG00000079074		E9QBY3
ENSDARG00000074575		F1Q6G4
ENSDARG00000040890		F1QN60
ENSDARG00000013505		A0A0A0MPF4
ENSDARG00000104782		A0A0R4IVY6
ENSDARG00000098871		A0A0R4IFN1
ENSDARG00000098871		A0A0R4ISY9
ENSDARG00000101380		Q6DG35
ENSDARG00000074575		F1R273
ENSDARG00000078797		A0A0R4IME9
ENSDARG00000056099		Q5SNQ6
ENSDARG00000079074		F1QLL2
ENSDARG00000078797		E7FG65
ENSDARG00000079074		E7F441
ENSDARG00000040890		F1QEG3
ENSDARG00000101380		A0A0R4IY19
ENSDARG00000030753		Q568L1
ENSDARG00000093124		F1REH5
ENSDARG00000027903		E7FBX1
ENSDARG00000078841		E7F1M2
ENSDARG00000030753		Q568L1
ENSDARG00000101380		A0A0R4IG31
ENSDARG00000052497		B8JIT8
ENSDARG00000068637		E7FBQ2
ENSDARG00000056099		Q0P437
ENSDARG00000093124		A0A0R4I9P5
ENSDARG00000040890		E9QE30
ENSDARG00000028793		E7F1L8
ENSDARG00000030753		I3IT52
ENSDARG00000029510		F6NU65
ENSDARG00000019732		Q9PUL9
ENSDARG00000063568		X1WDZ6
ENSDARG00000098347		A0A0R4IYQ6
ENSDARG00000063568		E7F578
ENSDARG00000103438		A0A0R4IJM4
ENSDARG00000070050		F1R238
ENSDARG00000030753		Q568L1
ENSDARG00000029510		A0A0R4ILL9
ENSDARG00000037154		F1R7G9
ENSDARG00000063568		A0A0R4II57
ENSDARG00000092124		L7MTQ8
ENSDARG00000037154		F1QA26
ENSDARG00000015866		B3DFP9
ENSDARG00000104591		A0A0R4INX4
ENSDARG00000028793		B3IWJ8
ENSDARG00000104066		A0A0R4IH71
ENSDARG00000038785		F1QZ64
ENSDARG00000015866		B3DFP9
ENSDARG00000039264		A5PLA3
ENSDARG00000012194		Q6P4V5
ENSDARG00000086620		F8W421
ENSDARG00000024488		A8E7K3
ENSDARG00000004046		F1QPB3
ENSDARG00000005799		Q6NVI5
ENSDARG00000041802		A3KQA8
ENSDARG00000038785		A0A0R4IBA2
ENSDARG00000075007		A5PM89
ENSDARG00000036869		F1QH39
ENSDARG00000041802		A3KQA9
ENSDARG00000004046		E9QEC2
ENSDARG00000005799		F1QNR0
ENSDARG00000077307		F1RBZ0
ENSDARG00000004046		A0A140LGX9
ENSDARG00000056499		E9QB97
ENSDARG00000012194		A0A0R4IBH0
ENSDARG00000055917		Q5XJN7
ENSDARG00000019371		B3DKP1
ENSDARG00000056499		F1R993
ENSDARG00000104656		A0A0R4IXF4
ENSDARG00000004046		A0A0R4IU42
ENSDARG00000104656		A0A0R4IFG4
ENSDARG00000078592		X1WEJ6
ENSDARG00000093745		B0S6X1
ENSDARG00000056499		E9QC32
ENSDARG00000056499		E7F742
ENSDARG00000010267		F1QX36
ENSDARG00000019371		F1QBD0
ENSDARG00000002131		F1QSG1
ENSDARG00000021209		B0V3Q8
ENSDARG00000014569		A0A0R4ITI5
ENSDARG00000013681		Q1LXB2
ENSDARG00000014569		A0A0R4IHN8
ENSDARG00000015385		F1R4C8
ENSDARG00000014569		A0A0R4ITR2
ENSDARG00000075459		F1QTY7
ENSDARG00000042232		E7FG55
ENSDARG00000044628		F1QGC8
ENSDARG00000094558		H0WF49
ENSDARG00000010267		F1QUE6
ENSDARG00000014569		F6PBZ5
ENSDARG00000075459		F1QBZ1
ENSDARG00000021209		F1Q5M1
ENSDARG00000039351		F1QHU2
ENSDARG00000042232		F1Q867
ENSDARG00000075459		F1QPK5
ENSDARG00000057262		B0UYB4
ENSDARG00000002131		T1ECV3
ENSDARG00000075459		F1QJW6
ENSDARG00000053474		F1QM67
ENSDARG00000039269		Q6PH54
ENSDARG00000014569		A0A0R4ITI5
ENSDARG00000002131		Q5VSE3
ENSDARG00000086775		E9QHI7
ENSDARG00000045658		Q5TZH6
ENSDARG00000096000		H0WEH7
ENSDARG00000031637		F1RCV8
ENSDARG00000002131		T1ECV3
ENSDARG00000075459		F1R4J6
ENSDARG00000014050	Q6YBR5	B2GR51
ENSDARG00000074836		B7ZVG0
ENSDARG00000004204		B8A5Q4
ENSDARG00000070447	Q5BL29	A9JT08
ENSDARG00000035579		A2BGW2
ENSDARG00000045658		F6P046
ENSDARG00000002131		F1QCR6
ENSDARG00000103887		A0A0R4IZD6
ENSDARG00000003867	A8WIP6	
ENSDARG00000002131		E7FEV4
ENSDARG00000045658		Q5TZH8
ENSDARG00000003867		A8WIP7
ENSDARG00000070447		A0A0R4ITV9
ENSDARG00000024693		B0R0T4
ENSDARG00000002131		A0A0H2UKD2
ENSDARG00000103887		A0A0R4IK33
ENSDARG00000004204		E9QBD4
ENSDARG00000002131		Q4U0V5
ENSDARG00000045658		Q5TZH6
ENSDARG00000096570		R4GER6
ENSDARG00000024828		Q7T382
ENSDARG00000004204		A0A0R4IQ40
ENSDARG00000045658		Q5TZH6
ENSDARG00000093977		E9QGM1
ENSDARG00000037408		E7F6L2
ENSDARG00000024828		B8JIT2
ENSDARG00000075459		B8JK77
ENSDARG00000093977		E9QBA0
ENSDARG00000023536		Q6NYQ7
ENSDARG00000053481		E7F8A7
ENSDARG00000016674		X1WCD1
ENSDARG00000014050	Q6YBR5	B2GR51
ENSDARG00000093977		E9QFK2
ENSDARG00000093091		A8DZA3
ENSDARG00000093977		F1R6F8
ENSDARG00000070085		F1R1Q0
ENSDARG00000021374		F1QQD3
ENSDARG00000086775		F1QTQ7
ENSDARG00000053481		A0A0R4IZH6
ENSDARG00000075459		F1QIX3
ENSDARG00000055655		F1R810
ENSDARG00000031836		A0JPF7
ENSDARG00000086775		F1RAD0
ENSDARG00000060751		E9QBC8
ENSDARG00000086775		E7FE49
ENSDARG00000000161		F1QCM5
ENSDARG00000001452		Q7ZYZ9
ENSDARG00000060751		E7F885
ENSDARG00000031836		A0A0R4ICJ3
ENSDARG00000010296		R4GEE8
ENSDARG00000053474		F1R0M9
ENSDARG00000038424		F1Q6R2
ENSDARG00000019741		F1QNY8
ENSDARG00000014050	Q6YBR5	B2GR51
ENSDARG00000093091		A0A0R4IH37
ENSDARG00000067537		A2BHH6
ENSDARG00000010296		R4GEE6
ENSDARG00000043531		Q6NZT5
ENSDARG00000036940		Q1L8W8
ENSDARG00000093091		A0A0R4ITB4
ENSDARG00000000161		F1QCM5
ENSDARG00000053474		E9QJ41
ENSDARG00000067537		F1R175
ENSDARG00000090977		R4GEQ9
ENSDARG00000092898		F1QJK6
ENSDARG00000014050	Q6YBR5	B2GR51
ENSDARG00000038424		A0A0R4IJ39
ENSDARG00000010296		F1QTF5
ENSDARG00000014050	Q6YBR5	B2GR51
ENSDARG00000100886		A0A0R4IZN2
ENSDARG00000032704	F1QAJ4	
ENSDARG00000014050	Q6YBR5	B2GR51
ENSDARG00000102953		E7F2X3
ENSDARG00000005643		F6P2R4
ENSDARG00000092898		X1WC46
ENSDARG00000075629		X1WC39
ENSDARG00000074275		B8A4X7
ENSDARG00000014840		Q6PBN3
ENSDARG00000056984		F2Z4U5
ENSDARG00000031637		E7EXP6
ENSDARG00000078966		E9QBX7
ENSDARG00000087100		I3IT80
ENSDARG00000002597		B8K0D5
ENSDARG00000024488		A0A0R4IH80
ENSDARG00000078966		F1QRZ9
ENSDARG00000004498		E7F2E5
ENSDARG00000002597		B8K0D5
ENSDARG00000012816		A2CEC6
ENSDARG00000004498		A0A0R4IKI5
ENSDARG00000009806		F1QNX9
ENSDARG00000033616		F1Q5J7
ENSDARG00000024488		A0A0R4IUF0
ENSDARG00000063713		F1QY93
ENSDARG00000000747		A8WHX0
ENSDARG00000103957	Q502H1	
ENSDARG00000091652		F1Q4U5
ENSDARG00000056617		F1QYU9
ENSDARG00000063713		E9QBX6
ENSDARG00000103957		A0A0R4ILX0
ENSDARG00000002597		B8K0D6
ENSDARG00000068124		F1QAS9
ENSDARG00000056617		F1QV77
ENSDARG00000030563		Q6P3H1
ENSDARG00000024488		A0A0R4IEZ8
ENSDARG00000021838		A8KB78
ENSDARG00000091215		E9QIS5
ENSDARG00000012355		X1WGI5
ENSDARG00000002597		Q6TGY6
ENSDARG00000000747		E9QC79
ENSDARG00000088658		E7EXC5
ENSDARG00000098377		A0A0R4IF49
ENSDARG00000068124		E9QFB2
ENSDARG00000012355		F1QY66
ENSDARG00000091215		E9QHP2
ENSDARG00000002597		Q6TGY6
ENSDARG00000033616		E7FD15
ENSDARG00000091652		A0A0R4IYZ5
ENSDARG00000045776		F1Q6Z5
ENSDARG00000015134		F1QJQ4
ENSDARG00000091215		F1QKP8
ENSDARG00000101808		A0A0N4STP0
ENSDARG00000034321		F1QN43
ENSDARG00000015134		F1QJQ4
ENSDARG00000052677		F1QQS4
ENSDARG00000105378		A0A140LFV1
ENSDARG00000011703		Q5RIV1
ENSDARG00000074746		B0UYF4
ENSDARG00000034321		F6NQC5
ENSDARG00000016427		B3DGU1
ENSDARG00000011703		Q5RIV1
ENSDARG00000041171		Q5XTP1
ENSDARG00000052677		F1QMC5
ENSDARG00000075528	B3DFV0	
ENSDARG00000037267		F1QMI7
ENSDARG00000016427		B3DGU1
ENSDARG00000100617		A0A0R4ILV3
ENSDARG00000015290	A4VCH0	
ENSDARG00000044629		Q6ZM98
ENSDARG00000091161		F1QUP1
ENSDARG00000089383		E7F2E6
ENSDARG00000045776		F1Q6Z5
ENSDARG00000031782		F1QAH5
ENSDARG00000031981		Q6PBI6
ENSDARG00000061294		X1WBM5
ENSDARG00000095993		H0WEL7
ENSDARG00000031782		F1QE29
ENSDARG00000102995	Q76LC6	B3DI77
ENSDARG00000034555		F1QP38
ENSDARG00000088639		F1QB27
ENSDARG00000014951		E9QDT2
ENSDARG00000102995		A0A0R4ICY2
ENSDARG00000045694		Q5SP54
ENSDARG00000025912		F1Q9V5
ENSDARG00000042810		
ENSDARG00000041858		Q6XQJ0
ENSDARG00000014951		X1WCA5
ENSDARG00000094732	F1QWK4	
ENSDARG00000088181		F1QUV1
ENSDARG00000042810		Q2PRF0
ENSDARG00000061294		F1R372
ENSDARG00000045694		B7ZD69
ENSDARG00000079199		E9QHA9
ENSDARG00000076623		A0A0R4IP59
ENSDARG00000061294		F1R372
ENSDARG00000045776		F1Q6Z5
ENSDARG00000025912		A0A0R4ISI4
ENSDARG00000079199		E7FFP9
ENSDARG00000094732		H0WEL3
ENSDARG00000079684		E7FEV1
ENSDARG00000045776		E9QBN6
ENSDARG00000088639		F1QB27
ENSDARG00000045694		F2Z4V3
ENSDARG00000094732	F1QWK4	
ENSDARG00000008434		Q90Z98
ENSDARG00000045776		F1Q6Z5
ENSDARG00000041896		Q7ZW85
ENSDARG00000074117		F1QIS4
ENSDARG00000102571		A0A0R4IUB7
ENSDARG00000059079		F1QSR5
ENSDARG00000076820		I3IS75
ENSDARG00000008434		Q90Z98
ENSDARG00000105052		A0A0R4IAG9
ENSDARG00000088639		U3JAU5
ENSDARG00000041896		U3JAA1
ENSDARG00000061665		F1Q9R9
ENSDARG00000059079		F1QSR5
ENSDARG00000011611		Q7ZUZ2
ENSDARG00000034555		B0S5P8
ENSDARG00000043962		Q5TKR7
ENSDARG00000041896		Q7ZW85
ENSDARG00000003269		A0A140LGR0
ENSDARG00000092758		Q5TYM7
ENSDARG00000088639		F1QB27
ENSDARG00000011611		Q4V943
ENSDARG00000003269		A0A140LGW7
ENSDARG00000031366		F1QZY9
ENSDARG00000094389		E9QBE9
ENSDARG00000092122		B0S5H8
ENSDARG00000004451		F1R567
ENSDARG00000060085		E9QCR9
ENSDARG00000044627		Q566T2
ENSDARG00000068709		R4GDM5
ENSDARG00000045485		Q5TZF0
ENSDARG00000034555		B0S5P3
ENSDARG00000031366		A0A0R4IFD1
ENSDARG00000025948		B8A6F5
ENSDARG00000044627		A0A0R4IDH6
ENSDARG00000003269		A0A140LGR7
ENSDARG00000034555		B0S5P4
ENSDARG00000077792		I3ISA9
ENSDARG00000068709	Q1LVN1	
ENSDARG00000003269		F1R7J9
ENSDARG00000058724		Q2PRF1
ENSDARG00000034555		F1QQY5
ENSDARG00000004451		A0A0R4IA31
ENSDARG00000055223		U3JA30
ENSDARG00000077792		I3ISC9
ENSDARG00000058724		X1WGF4
ENSDARG00000014439		
ENSDARG00000068088		A2BFT0
ENSDARG00000052244		F1QJT2
ENSDARG00000055223		E7F030
ENSDARG00000060085		F1R9G5
ENSDARG00000101808		A0A0N4SU43
ENSDARG00000018004		F1RCL3
ENSDARG00000025948		B8A6F4
ENSDARG00000060085		F1RE25
ENSDARG00000101986		A0A0R4IQV7
ENSDARG00000034757		Q5BLG4
ENSDARG00000105827		Q2PRF2
ENSDARG00000003421		A9C3V8
ENSDARG00000104676		A0A0R4IUF4
ENSDARG00000076623		A0A0R4IS09
ENSDARG00000079862		F1RC43
ENSDARG00000033567		F1R3A6
ENSDARG00000079862		F1RC43
ENSDARG00000101808		F1RDM4
ENSDARG00000063032		F1QY44
ENSDARG00000076623		A0A0R4IEC5
ENSDARG00000034757		A0A140LG06
ENSDARG00000063032		F1R4U7
ENSDARG00000070449		Q5PR95
ENSDARG00000038862		B0V2U3
ENSDARG00000052244		A0A0R4IGF5
ENSDARG00000003421		A0A0B4J1B0
ENSDARG00000078749		F6NHF8
ENSDARG00000099791		A0A0R4IV23
ENSDARG00000052244		A5PL50
