expid|DBname|DBname|ZECOtermname|zecoid|otherid|CC
ZDB-EXP-090304-6|SPlice MO met|SPlice MO met|standard conditions|ZECO:0000103||
ZDB-EXP-090304-8|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090304-9|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090305-1|chemical|17beta-estradiol (CAS: 50-28-2)|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-090305-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:15347|
ZDB-EXP-090305-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:15347|
ZDB-EXP-090305-2|chemical|Pesticide|chemical treatment|ZECO:0000102|CHEBI:34911|
ZDB-EXP-090305-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:15347|
ZDB-EXP-090305-3|chemical|Pesticide|chemical treatment|ZECO:0000102|CHEBI:34911|
ZDB-EXP-090305-4|chemical|other|chemical treatment|ZECO:0000102|CHEBI:15347|
ZDB-EXP-090305-4|chemical|Pesticide|chemical treatment|ZECO:0000102|CHEBI:34911|
ZDB-EXP-090305-6|chemical|other|chemical treatment|ZECO:0000102|CHEBI:15347|
ZDB-EXP-090305-6|chemical|Pesticide|chemical treatment|ZECO:0000102|CHEBI:34911|
ZDB-EXP-090305-7|chemical|other|chemical treatment|ZECO:0000102|CHEBI:15347|
ZDB-EXP-090305-7|chemical|Pesticide|chemical treatment|ZECO:0000102|CHEBI:34911|
ZDB-EXP-090306-1|pu.1MO|pu.1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090306-2|chemical|Environmental contaminants|chemical treatment|ZECO:0000102|CHEBI:90633|
ZDB-EXP-090309-10|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:15738|
ZDB-EXP-090309-11|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:31823|
ZDB-EXP-090309-12|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:31767|
ZDB-EXP-090309-2|AUG MO|AUG MO|standard conditions|ZECO:0000103||
ZDB-EXP-090309-3|5 UTR MO|5 UTR MO|standard conditions|ZECO:0000103||
ZDB-EXP-090309-4|splice MO|splice MO|standard conditions|ZECO:0000103||
ZDB-EXP-090309-5|AUG MO/PTU|AUG MO/PTU|standard conditions|ZECO:0000103||
ZDB-EXP-090309-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090309-7|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:28545|
ZDB-EXP-090309-9|chemical|other|chemical treatment|ZECO:0000102|CHEBI:75458|
ZDB-EXP-090310-1|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-090310-3|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-090311-2|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-090311-4|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-090311-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:76796|
ZDB-EXP-090311-6|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090312-1|SPL6MO4ng|SPL6MO4ng|standard conditions|ZECO:0000103||
ZDB-EXP-090312-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090316-1|chemical|bromodeoxyuridine:59-14-3|chemical treatment by injection|ZECO:0000237|CHEBI:472552|
ZDB-EXP-090316-1|chemical|other|chemical treatment by injection|ZECO:0000237||
ZDB-EXP-090316-4|MO1 (4ng)|MO1 (4ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090320-1|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-090320-2|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090320-24|DJ1MO|DJ1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090320-25|chemical|other|chemical treatment|ZECO:0000102|CHEBI:16240|
ZDB-EXP-090320-27|chemical|other|chemical treatment|ZECO:0000102|CHEBI:16240|
ZDB-EXP-090320-28|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090323-1|cralbpa|cralbpa|standard conditions|ZECO:0000103||
ZDB-EXP-090323-2|cralbpb|cralbpb|standard conditions|ZECO:0000103||
ZDB-EXP-090323-5|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090324-1|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-090324-5|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-090324-6|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-090325-9|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-090331-1|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-090331-3|MO1-rsp19|MO1-rsp19|standard conditions|ZECO:0000103||
ZDB-EXP-090331-4|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-090331-7|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-090402-1|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090403-1|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-090403-2|notch1a MO|notch1a MO|standard conditions|ZECO:0000103||
ZDB-EXP-090403-3|notch1b mo|notch1b mo|standard conditions|ZECO:0000103||
ZDB-EXP-090403-4|dla&dld MOs|dla&dld MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090403-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090407-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:83990|
ZDB-EXP-090407-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:83990|
ZDB-EXP-090408-2|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090409-1|foxj1a-MO|foxj1a-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090409-2|ATG-MO|ATG-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090409-3|e5i5-MO|e5i5-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090409-4|MO-pax2b|MO-pax2b|standard conditions|ZECO:0000103||
ZDB-EXP-090409-5|MO-pax8|MO-pax8|standard conditions|ZECO:0000103||
ZDB-EXP-090409-6|pax2+pax8|pax2+pax8|standard conditions|ZECO:0000103||
ZDB-EXP-090410-1|rfx2-MO|rfx2-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090413-1|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090413-12|spi1 MO|spi1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090413-13|Gata1 MO|Gata1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090413-15|ATGMO|ATGMO|standard conditions|ZECO:0000103||
ZDB-EXP-090413-2|MO2|MO2|standard conditions|ZECO:0000103||
ZDB-EXP-090413-5|pax2+pax8 W|pax2+pax8 W|standard conditions|ZECO:0000103||
ZDB-EXP-090413-6|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090413-8|nlz1 ATG MO|nlz1 ATG MO|standard conditions|ZECO:0000103||
ZDB-EXP-090413-9|nlz2 ATG MO|nlz2 ATG MO|standard conditions|ZECO:0000103||
ZDB-EXP-090416-1|chemical|Environmental contaminants|chemical treatment|ZECO:0000102|CHEBI:49747|
ZDB-EXP-090418-2|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-090421-1|bmp2b|bmp2b|standard conditions|ZECO:0000103||
ZDB-EXP-090421-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090421-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090421-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090422-1|toh MO|toh MO|standard conditions|ZECO:0000103||
ZDB-EXP-090422-10|MO-sox9a/sox9b|MO-sox9a/sox9b|standard conditions|ZECO:0000103||
ZDB-EXP-090422-2|MO1-plekhg5|MO1-plekhg5|standard conditions|ZECO:0000103||
ZDB-EXP-090422-3|MO2-plekhg5|MO2-plekhg5|standard conditions|ZECO:0000103||
ZDB-EXP-090422-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090422-8|MO-sox9a|MO-sox9a|standard conditions|ZECO:0000103||
ZDB-EXP-090422-9|MO-sox9b|MO-sox9b|standard conditions|ZECO:0000103||
ZDB-EXP-090423-1|s1pr2MO|s1pr2MO|standard conditions|ZECO:0000103||
ZDB-EXP-090423-2|spns2 MO|spns2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090423-4|MO2 (2ng)|MO2 (2ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090423-5|MO2 (4ng)|MO2 (4ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090423-9|celsr-MOs|celsr-MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090424-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17963|
ZDB-EXP-090424-11|MO-tal1|MO-tal1|standard conditions|ZECO:0000103||
ZDB-EXP-090424-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:27732|
ZDB-EXP-090424-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17963|
ZDB-EXP-090424-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:27732|
ZDB-EXP-090424-4|chemical|other|chemical treatment|ZECO:0000102|CHEBI:34317|
ZDB-EXP-090424-6|chemical|other|chemical treatment|ZECO:0000102|CHEBI:34317|
ZDB-EXP-090424-7|chemical|other|chemical treatment|ZECO:0000102|CHEBI:34317|
ZDB-EXP-090427-1|tnnt2 MO|tnnt2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090427-2|MO1-snrk1|MO1-snrk1|standard conditions|ZECO:0000103||
ZDB-EXP-090427-3|MO2-snrk1|MO2-snrk1|standard conditions|ZECO:0000103||
ZDB-EXP-090428-1|MO-etsrp|MO-etsrp|standard conditions|ZECO:0000103||
ZDB-EXP-090428-3|tnfa MO|tnfa MO|standard conditions|ZECO:0000103||
ZDB-EXP-090429-1|chemical|SU5416 (CAS:194413-58-6)|chemical treatment|ZECO:0000102|CHEBI:91083|
ZDB-EXP-090429-2|tsc1a ATG-MO|tsc1a ATG-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090430-1|Mix MO|Mix MO|standard conditions|ZECO:0000103||
ZDB-EXP-090430-3|SBmo|SBmo|standard conditions|ZECO:0000103||
ZDB-EXP-090501-1|disc1 aug MO|disc1 aug MO|standard conditions|ZECO:0000103||
ZDB-EXP-090501-2|nrg1e3i4 MO|nrg1e3i4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090501-3|disc1 e2i2 MO|disc1 e2i2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090501-5|disc1 aug + p53 MO|disc1 aug + p53 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090501-6|MO1-dusp5|MO1-dusp5|standard conditions|ZECO:0000103||
ZDB-EXP-090501-7|MO2-dusp5|MO2-dusp5|standard conditions|ZECO:0000103||
ZDB-EXP-090504-1|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-090504-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:86194|
ZDB-EXP-090504-3|MO1 (2ng)|MO1 (2ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090504-4|Ptf1aMO (2ng)|Ptf1aMO (2ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090504-5|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090504-6|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090504-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090504-9|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090505-1|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-090505-2|MO1 tert|MO1 tert|standard conditions|ZECO:0000103||
ZDB-EXP-090507-1|MO1-mtmr8|MO1-mtmr8|standard conditions|ZECO:0000103||
ZDB-EXP-090507-10|p53 MO MO1 tert|p53 MO MO1 tert|standard conditions|ZECO:0000103||
ZDB-EXP-090507-12|plcg1 MO|plcg1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090507-15|vegfc MOs|vegfc MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090507-2|MO2-mtmr8|MO2-mtmr8|standard conditions|ZECO:0000103||
ZDB-EXP-090507-6|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090507-9|chemical|other|chemical treatment|ZECO:0000102|CHEBI:65329|
ZDB-EXP-090508-1|plcg MO & vegfc MO|plcg MO & vegfc MO|standard conditions|ZECO:0000103||
ZDB-EXP-090508-2|ccbe1 (fof) & plcg MO|ccbe1 (fof) & plcg MO|standard conditions|ZECO:0000103||
ZDB-EXP-090508-4|MO1 cep70|MO1 cep70|standard conditions|ZECO:0000103||
ZDB-EXP-090511-2|Mo1-rhcgl2|Mo1-rhcgl2|standard conditions|ZECO:0000103||
ZDB-EXP-090511-3|physiological|bacterial infection|bacterial treatment|ZECO:0000106||
ZDB-EXP-090513-1|foxj1aMO1 (2ng)|foxj1aMO1 (2ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090513-10|DFC-1bMO1 (3ng)|DFC-1bMO1 (3ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090513-8|foxj1bMO1 (3ng)|foxj1bMO1 (3ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090513-9|DFC-1aMO1 (2ng)|DFC-1aMO1 (2ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090515-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:7575|
ZDB-EXP-090515-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:7565|
ZDB-EXP-090515-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:34555 |
ZDB-EXP-090515-4|PRL-MO (range)|PRL-MO (range)|standard conditions|ZECO:0000103||
ZDB-EXP-090515-5|PRL-MO (2.5ng)|PRL-MO (2.5ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090515-6|Atg MO Birc5a|Atg MO Birc5a|standard conditions|ZECO:0000103||
ZDB-EXP-090515-7|Atg MO Birc5b|Atg MO Birc5b|standard conditions|ZECO:0000103||
ZDB-EXP-090520-1|GemMO (5ng)|GemMO (5ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090520-10|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090520-2|cdt1MO (75pg)|cdt1MO (75pg)|standard conditions|ZECO:0000103||
ZDB-EXP-090520-3|p65MO (2.5ng)|p65MO (2.5ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090520-4|p21MO (1ng)|p21MO (1ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090520-6|MCM5MO (3ng)|MCM5MO (3ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090520-7|GemMO (5ng)/cdt1MO (50pg)|GemMO (5ng)/cdt1MO (50pg)|standard conditions|ZECO:0000103||
ZDB-EXP-090520-8|MO1-nfe2l2|MO1-nfe2l2|standard conditions|ZECO:0000103||
ZDB-EXP-090520-9|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090526-1|etsrp|etsrp|standard conditions|ZECO:0000103||
ZDB-EXP-090527-1|physiological|bacterial infection|bacterial treatment|ZECO:0000106|645|
ZDB-EXP-090527-2|foxi3a MO|foxi3a MO|standard conditions|ZECO:0000103||
ZDB-EXP-090527-3|foxi3b MO|foxi3b MO|standard conditions|ZECO:0000103||
ZDB-EXP-090527-4|gcm2 MO|gcm2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090527-5|foxi1 MO|foxi1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090528-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-090528-2|MO2 (6ng)|MO2 (6ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090528-3|MO1 (4ng)|MO1 (4ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090528-7|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-090528-8|dkk1 MO|dkk1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090528-9|il17rd MO|il17rd MO|standard conditions|ZECO:0000103||
ZDB-EXP-090529-1|MO1-ahr2|MO1-ahr2|standard conditions|ZECO:0000103||
ZDB-EXP-090601-1|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-090601-2|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-090601-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090602-1|fgf8-MO|fgf8-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090605-1|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-090608-1|mo|mo|standard conditions|ZECO:0000103||
ZDB-EXP-090608-2|syne2a MO|syne2a MO|standard conditions|ZECO:0000103||
ZDB-EXP-090608-3|nfybMO|nfybMO|standard conditions|ZECO:0000103||
ZDB-EXP-090608-5|camk2b2 MO-B|camk2b2 MO-B|standard conditions|ZECO:0000103||
ZDB-EXP-090608-7|tbx5 MO|tbx5 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090608-8|tbx4 MO|tbx4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090609-1|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090609-3|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-090610-2|bmpr1standard+ ab+ba MOs|bmpr1standard+ ab+ba MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090610-3|bmpr1standard+ ab+bb MOs|bmpr1standard+ ab+bb MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090610-4|bmpr1standard +ab MOs|bmpr1standard +ab MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090610-6|parkin MOs|parkin MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090610-7|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:641 |
ZDB-EXP-090610-8|bmpr1standard+ ab+ab+bb MOs|bmpr1standard+ ab+ab+bb MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090611-1|bmp2b MO|bmp2b MO|standard conditions|ZECO:0000103||
ZDB-EXP-090612-1|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:80581|
ZDB-EXP-090612-12|tfr1a+tfr1b|tfr1a+tfr1b|standard conditions|ZECO:0000103||
ZDB-EXP-090612-13|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090612-2|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:80266|
ZDB-EXP-090612-6|MO1-tfr2|MO1-tfr2|standard conditions|ZECO:0000103||
ZDB-EXP-090612-7|MO2-gata1|MO2-gata1|standard conditions|ZECO:0000103||
ZDB-EXP-090615-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:29108|
ZDB-EXP-090615-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:29108|
ZDB-EXP-090615-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:62883|
ZDB-EXP-090615-3|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090615-4|chemical|other|chemical treatment|ZECO:0000102|CHEBI:62882|
ZDB-EXP-090615-4|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090615-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090615-6|salinity|hypertonic|hypertonic|ZECO:0000206||
ZDB-EXP-090615-7|salinity|hypotonic|low sodium|ZECO:0000199||
ZDB-EXP-090616-1|seaMO|seaMO|standard conditions|ZECO:0000103||
ZDB-EXP-090616-3|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090616-5|MMO-miR-15a-1|MMO-miR-15a-1|standard conditions|ZECO:0000103||
ZDB-EXP-090616-6|MMO-miR-18a|MMO-miR-18a|standard conditions|ZECO:0000103||
ZDB-EXP-090618-2|MO3 (6ng)|MO3 (6ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090618-3|MO2/MO3 (3/3)|MO2/MO3 (3/3)|standard conditions|ZECO:0000103||
ZDB-EXP-090619-1|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-090619-2|env-a|env-a|standard conditions|ZECO:0000103||
ZDB-EXP-090619-3|env-b|env-b|standard conditions|ZECO:0000103||
ZDB-EXP-090619-4|env-c1|env-c1|standard conditions|ZECO:0000103||
ZDB-EXP-090619-5|env-ut|env-ut|standard conditions|ZECO:0000103||
ZDB-EXP-090622-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:28885|
ZDB-EXP-090622-3|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090623-2|MO3|MO3|standard conditions|ZECO:0000103||
ZDB-EXP-090624-2|yapMO (5ng)|yapMO (5ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090624-3|hox2-MO|hox2-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090625-1|gmds splice blocking MO|gmds splice blocking MO|standard conditions|ZECO:0000103||
ZDB-EXP-090625-2|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-090625-3|dldMO|dldMO|standard conditions|ZECO:0000103||
ZDB-EXP-090625-4|12bMO|12bMO|standard conditions|ZECO:0000103||
ZDB-EXP-090625-5|4aMO|4aMO|standard conditions|ZECO:0000103||
ZDB-EXP-090626-2|MO|MO|standard conditions|ZECO:0000103||
ZDB-EXP-090626-3|poufut1 MO|poufut1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090626-4|pofut2 MO|pofut2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090626-5|Fut8 MO|Fut8 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090626-6|fut10 MO|fut10 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090629-10|sox32MO/osr1MO|sox32MO/osr1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090629-7|sox32|sox32|standard conditions|ZECO:0000103||
ZDB-EXP-090629-9|edn1-MO|edn1-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090630-1|chemical|bromodeoxyuridine:59-14-3|chemical treatment by injection|ZECO:0000237|CHEBI:472552|
ZDB-EXP-090630-2|chemical|SU5416 (CAS:194413-58-6)|chemical treatment|ZECO:0000102|CHEBI:91083|
ZDB-EXP-090701-1|MO-nr4a2a/b|MO-nr4a2a/b|standard conditions|ZECO:0000103||
ZDB-EXP-090706-1|MO asb11 5'utr|MO asb11 5'utr|standard conditions|ZECO:0000103||
ZDB-EXP-090706-3|dla|dla|standard conditions|ZECO:0000103||
ZDB-EXP-090707-1|dndMO|dndMO|standard conditions|ZECO:0000103||
ZDB-EXP-090708-2|vglut2a-MO|vglut2a-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090709-2|MO2-prdm1a|MO2-prdm1a|standard conditions|ZECO:0000103||
ZDB-EXP-090715-1|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090715-2|MO2|MO2|standard conditions|ZECO:0000103||
ZDB-EXP-090717-1|mo1|mo1|standard conditions|ZECO:0000103||
ZDB-EXP-090722-1|spaw MO|spaw MO|standard conditions|ZECO:0000103||
ZDB-EXP-090722-2|cha MO|cha MO|standard conditions|ZECO:0000103||
ZDB-EXP-090722-3|lft1 MO|lft1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090722-4|sox32/cas MO|sox32/cas MO|standard conditions|ZECO:0000103||
ZDB-EXP-090723-1|zfPRL2s-sMO|zfPRL2s-sMO|standard conditions|ZECO:0000103||
ZDB-EXP-090724-2|myod1+myf5 MO|myod1+myf5 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090724-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090727-2|4 MO znfs|4 MO znfs|standard conditions|ZECO:0000103||
ZDB-EXP-090729-1|sMO1-tpm4|sMO1-tpm4|standard conditions|ZECO:0000103||
ZDB-EXP-090730-1|GRK2/3 MO|GRK2/3 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090730-2|tbx16MO|tbx16MO|standard conditions|ZECO:0000103||
ZDB-EXP-090730-3|plcg1MO|plcg1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090730-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090730-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090731-1|TTLL3-ATG MO|TTLL3-ATG MO|standard conditions|ZECO:0000103||
ZDB-EXP-090731-3|shha MO|shha MO|standard conditions|ZECO:0000103||
ZDB-EXP-090731-4|GRK+shh MOs|GRK+shh MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090805-1|vegfr3/flt4|vegfr3/flt4|standard conditions|ZECO:0000103||
ZDB-EXP-090805-2|vegfc|vegfc|standard conditions|ZECO:0000103||
ZDB-EXP-090805-3|kdra + kdrb|kdra + kdrb|standard conditions|ZECO:0000103||
ZDB-EXP-090805-4|vegfa|vegfa|standard conditions|ZECO:0000103||
ZDB-EXP-090806-4|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090806-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:77954|
ZDB-EXP-090807-1|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-090807-2|foxd3MO|foxd3MO|standard conditions|ZECO:0000103||
ZDB-EXP-090807-3|neurog1MO|neurog1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090807-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:102218|
ZDB-EXP-090811-3|MO1-sema5a 18ng|MO1-sema5a 18ng|standard conditions|ZECO:0000103||
ZDB-EXP-090812-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090814-2|mo2 spi1l|mo2 spi1l|standard conditions|ZECO:0000103||
ZDB-EXP-090814-3|spi1 MO|spi1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090814-5|etv2 MO2|etv2 MO2|standard conditions|ZECO:0000103||
ZDB-EXP-090817-1|ATG MO|ATG MO|standard conditions|ZECO:0000103||
ZDB-EXP-090817-2|splice MO|splice MO|standard conditions|ZECO:0000103||
ZDB-EXP-090817-3|ATG lin9 MO|ATG lin9 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090817-4|Splice site lin9 MO|Splice site lin9 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090818-1|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-090819-1|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-090819-10|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-090819-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:86195|
ZDB-EXP-090819-3|rarstandardMO|rarstandardMO|standard conditions|ZECO:0000103||
ZDB-EXP-090819-4|rarabMO|rarabMO|standard conditions|ZECO:0000103||
ZDB-EXP-090819-5|rargaMO|rargaMO|standard conditions|ZECO:0000103||
