ZDB-FISH-000215-8,Necrotic death in head. There are several other phenotypes that cosegregate but are unmapped.
ZDB-FISH-980202-60,Phenotypic class: iridophores; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-628,Phenotypic class: brain; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-64,Phenotypic class: motility; Visible at: 20-somite; Viability: embryonic lethal (swb-). Mendelian.
ZDB-FISH-980202-65,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-676,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-69,Phenotypic class: blood; Visible at: d2-d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-700,Phenotypic class: xanthophores} retinotectal projection; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-701,Phenotypic class: ear; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-716,Phenotypic class: blood; Visible at: d3; Viability: embryonic viable (swb+)
ZDB-FISH-980202-717,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-729,Phenotypic class: melanophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-73,small head and eyes} slight pericardial edema} underdeveloped liver/gut.
ZDB-FISH-980202-730,Phenotypic class: fin; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-731,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-74,Reduced eyes} brain} visceral skeleton} fins} liver and gut.
ZDB-FISH-980202-75,Phenotypic class: liver; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-76,Phenotypic class: ear; Visible at: d5; Viability: embryonic viable (swb+)
ZDB-FISH-980202-768,Phenotypic class: ear; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-769,Phenotypic class: ear; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-77,Phenotypic class: iridophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-770,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-771,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-772,Phenotypic class: heart; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-773,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-774,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-775,Phenotypic class: circulation; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-776,Phenotypic class: motility} muscle} ; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-777,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-778,Phenotypic class: retinotectal projection; Visible at: d5; Viability: 
ZDB-FISH-980202-779,Phenotypic class: somites; Visible at: 10-somite; Viability: adult viable
ZDB-FISH-980202-78,Phenotypic class: iridophores; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-781,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-782,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-783,Phenotypic class: notochord} melanophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-784,Phenotypic class: neural tube} somites; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-785,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-786,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-787,Phenotypic class: neural tube} somites; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-788,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-789,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-79,Phenotypic class: ear; Visible at: d5; Viability: embryonic viable (swb+)
ZDB-FISH-980202-790,Phenotypic class: xanthophores} retinotectal projection; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-791,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-792,Phenotypic class: xanthophores} retinotectal projection; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-793,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-794,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-795,Phenotypic class: adult ; Visible at: d20; Viability: adult semiviable
ZDB-FISH-980202-796,Phenotypic class: melanophores; Visible at: d4; Viability: embryonic viable (swb+)
ZDB-FISH-980202-797,Phenotypic class: fin; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-798,Phenotypic class: melanophores; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-799,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-80,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-800,Phenotypic class: melanophores; Visible at: d2; Viability: larval lethal
ZDB-FISH-980202-801,Phenotypic class: xanthophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-802,Phenotypic class: blood; Visible at: d2; Viability: embryonic viable (swb+)
ZDB-FISH-980202-803,Phenotypic class: melanophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-804,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-805,Phenotypic class: arches; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-806,Phenotypic class: xanthophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-807,Phenotypic class: adult; Viability: adult viable
ZDB-FISH-980202-808,Phenotypic class: somites; Visible at: 10-somite; Viability: adult semiviable
ZDB-FISH-980202-809,Phenotypic class: fin; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-81,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-810,Visible at: d5; Viability: adult viable
ZDB-FISH-980202-811,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-812,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-813,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-814,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-815,Phenotypic class: iridophores; Visible at: d5; Viability: adult viable
ZDB-FISH-980202-816,Phenotypic class: fin; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-817,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-818,Phenotypic class: xanthophores} retinotectal; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-819,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-820,Phenotypic class: notochord} brain} retinotectal projection; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-821,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-822,Phenotypic class: brain; Visible at: 5-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-823,Phenotypic class: somites; Visible at: 10-somite; Viability: adult viable
ZDB-FISH-980202-824,Phenotypic class: adult; Viability: adult viable
ZDB-FISH-980202-825,Phenotypic class: brain; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-826,Phenotypic class: curly tail; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-827,Phenotypic class: adult; Viability: adult viable
ZDB-FISH-980202-828,Phenotypic class: retinotectal projection; Visible at: d5; Viability: embryonic viable (swb+)
ZDB-FISH-980202-829,Phenotypic class: brain; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-83,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-830,Phenotypic class: epiboly; Visible at: epiboly; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-831,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-832,Phenotypic class: arches; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-833,Phenotypic class: ear; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-834,Phenotypic class: brain; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-835,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-836,Phenotypic class: early arrest; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-837,Phenotypic class: fin; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-838,Phenotypic class: somites; Visible at: 6-somite; Viability: adult viable
ZDB-FISH-980202-839,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-84,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-840,Phenotypic class: retinotectal projection; Visible at: d5; Viability: adult viable
ZDB-FISH-980202-841,Phenotypic class: body axes; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-842,Phenotypic class: brain; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-843,Phenotypic class: melanophores} xanthophores} iridophores and touch response; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-844,Phenotypic class: fin; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-845,Phenotypic class: melanophores} xanthophores} iridophores} ear} eye; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-846,Phenotypic class: melanophores} xanthophores} iridophores; Visible at: d2; Viability: embryonic viable (swb+)
ZDB-FISH-980202-847,Phenotypic class: notochord; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-848,Phenotypic class: Retinotectal Pathfinding; Visible at: d5; Viability: adult semiviable
ZDB-FISH-980202-849,Phenotypic class: retinotectal projection; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-85,Phenotypic class: blood; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-850,Phenotypic class: melanophores} iridophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-851,Phenotypic class: skin; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-852,Visible at: d2(?)
ZDB-FISH-980202-853,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-854,Phenotypic class: arches} fin} retinotectal pathfinding; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-855,Phenotypic class: retinotectal projection; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-856,Phenotypic class: heart; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-857,Phenotypic class: xanthophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-858,Phenotypic class: eye; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-859,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-86,Phenotypic class: retinotectal projection; Visible at: d5.
ZDB-FISH-980202-861,Phenotypic class: neural tube} somites; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-862,Phenotypic class: blood; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-863,Phenotypic class: xanthophores} iridophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-864,Phenotypic class: pigment pattern; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-865,Phenotypic class: xanthophores} ear; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-866,Phenotypic class: melanophores} xanthophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-867,Phenotypic class: iridophores} xanthophores; Visible at: d2; Viability: adult semiviable
ZDB-FISH-980202-868,Phenotypic class: curly tail; Visible at: d5
ZDB-FISH-980202-869,Phenotypic class: motility; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-870,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-871,Phenotypic class: neural tube} eye; Visible at: 10-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-872,Phenotypic class: fin} retinotectal projection; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-873,Phenotypic class: skin} fin; Visible at: 12-somite; Viability: adult viable
ZDB-FISH-980202-874,Phenotypic class: somites; Visible at: 10-somite; Viability: adult semiviable
ZDB-FISH-980202-875,Phenotypic class: melanophores; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-876,Phenotypic class: neural tube} curly tail} retinotectal projection; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-877,Phenotypic class: motility} heart; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-878,Phenotypic class: iridophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-879,Phenotypic class: body axes; Visible at: 5-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-88,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-880,Phenotypic class: body axes} hatching gland; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-881,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-882,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-883,Phenotypic class: eye} ear} fin; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-884,Phenotypic class: melanophores; Visible at: d4; Viability: adult semiviable
ZDB-FISH-980202-885,Phenotypic class: arches; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-886,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-887,Phenotypic class: ear; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-888,Phenotypic class: ear; Visible at: d5; Viability: adult viable
ZDB-FISH-980202-889,Phenotypic class: xanthophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-890,Phenotypic class: ear; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-891,Visible at: d3; Viability: embryonic viable (swb+)
ZDB-FISH-980202-892,Phenotypic class: xanthophores} retinotectal projection; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-893,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-894,Phenotypic class: arches; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-895,Phenotypic class: melanophores and eye; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-896,Phenotypic class: motility; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-897,Phenotypic class: melanophores; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-898,Phenotypic class: notochord} somites; Visible at: 1-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-899,Phenotypic class: gut} brain ; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-90,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-900,Phenotypic class: fin; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-901,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-902,Phenotypic class: iridophores} melanophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-903,Phenotypic class: blood; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-904,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-905,Phenotypic class: motility; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-906,Phenotypic class: brain} skin; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-907,Phenotypic class: liver; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-908,Phenotypic class: arches; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-909,Phenotypic class: early arrest; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-91,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-910,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-911,Phenotypic class: blood; Visible at: d2; Viability: embryonic viable (swb+)
ZDB-FISH-980202-912,Phenotypic class: melanophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-913,Phenotypic class: blood; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-914,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-915,Phenotypic class: epiboly; Visible at: epiboly; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-916,Phenotypic class: ear; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-917,Phenotypic class: arches} jaw; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-918,Phenotypic class: arches; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-919,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-92,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-920,Phenotypic class: early arrest; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-921,Phenotypic class: arches} jaw; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-922,Phenotypic class: ear; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-923,Phenotypic class: motility} heart; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-924,Phenotypic class: iridophores; Visible at: d3; Viability: embryonic viable (swb+)
ZDB-FISH-980202-925,Phenotypic class: eye; Visible at: d4; Viability: adult semiviable
ZDB-FISH-980202-926,Phenotypic class: motility; Visible at: d2.
ZDB-FISH-980202-927,Phenotypic class: motility; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-928,Phenotypic class: motility} heart; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-929,Phenotypic class: heart; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-930,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-931,Phenotypic class: arches; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-932,Phenotypic class: lateral line; Visible at: d5; Viability: adult viable
ZDB-FISH-980202-933,Phenotypic class: ear; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-934,Phenotypic class: somites; Visible at: 10-somite; Viability: adult viable
ZDB-FISH-980202-935,Phenotypic class: neural tube} somites; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-936,Phenotypic class: iridophores} melanophores; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-937,Phenotypic class: motility} heart; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-938,Phenotypic class: arches; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-939,Phenotypic class: early arrest; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-94,Phenotypic class: blood; Visible at: d2; Viability: embryonic viable (swb+)
ZDB-FISH-980202-940,Phenotypic class: xanthophores; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-941,Phenotypic class: ear; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-942,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-943,Phenotypic class: arches; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-944,Phenotypic class: eye} lens; Visible at: d4; Viability: adult semiviable
ZDB-FISH-980202-945,Phenotypic class: notochord; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-946,Phenotypic class: fin; Visible at: d3; Viability: adult semiviable
ZDB-FISH-980202-947,Phenotypic class: body axes; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-948,Phenotypic class: circulation; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-949,Phenotypic class: melanophores; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-95,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-950,Phenotypic class: eye; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-951,Phenotypic class: melanophores; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-952,Phenotypic class: ear; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-953,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-954,Phenotypic class: lens} ear} fin; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-955,Phenotypic class: ear; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-956,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-957,Phenotypic class: arches; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-958,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-959,Phenotypic class: pigment pattern; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-96,Phenotypic class: motility; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-960,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-). The ventral tail vein and fin are missing.
ZDB-FISH-980202-961,Phenotypic class: notochord; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-962,Phenotypic class: liver; Visible at: d5; Viability: embryonic viable (swb+)
ZDB-FISH-980202-963,Phenotypic class: motility; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-964,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-965,Visible at: d5; Viability: adult semiviable
ZDB-FISH-980202-966,Phenotypic class: brain} eye; Visible at: 1-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-967,Phenotypic class: fin; Visible at: tailbud; Viability: adult viable
ZDB-FISH-980202-968,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-969,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-97,Mendelian recessive.
ZDB-FISH-980202-970,Phenotypic class: xanthophores} iridophores} eyes; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-971,Phenotypic class: melanophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-972,Phenotypic class: notochord} somites; Visible at: 1-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-973,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-974,Phenotypic class: blood} iridophores} pigment pattern; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-975,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-976,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-977,Phenotypic class: brain} heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-978,Phenotypic class: retinotectal projection} motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-979,Phenotypic class: melanophores; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-980,Phenotypic class: motility; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-981,Phenotypic class: brain} retinotectal projection; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-982,Phenotypic class: notochord} somites; Visible at: tailbud; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-983,Phenotypic class: fin; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-984,Phenotypic class: melanophores; Visible at: d5; Viability: embryonic viable (swb+)
ZDB-FISH-980202-985,Phenotypic class: xanthophores} ear; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-986,Phenotypic class: adult; Viability: adult viable
ZDB-FISH-980202-987,Phenotypic class: melanophores; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-988,Phenotypic class: early necrosis; Visible at: 8-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-989,Phenotypic class: body axes} eye; Visible at: tailbud; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-99,Phenotypic class: melanophores; Visible at: d4; Viability: embryonic viable (swb+)
ZDB-FISH-980202-990,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-991,Phenotypic class: heart; Visible at: d2; Viability: embryonic viable (swb+)
ZDB-FISH-980202-992,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-993,Phenotypic class: pigment pattern; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-994,Phenotypic class: melanophores} xanthophores} iridophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-995,Phenotypic class: arches; Visible at: d3; Viability: embryonic lethal
ZDB-FISH-980202-996,Phenotypic class: skin; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-997,Phenotypic class: melanophores} iridophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-998,Phenotypic class: xanthophores} adult; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-999,Phenotypic class: tail; Visible at: tailbud; Viability: embryonic lethal (swb-). The trunk axis twists around itself like a snail shell.
ZDB-FISH-980224-6,Phenotypic class: somites; Visible at: 2-somite; Viability: embryonic lethal (swb-). Mendelian.
ZDB-FISH-980410-129,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980410-144,Zygotic recessive} 25%.
ZDB-FISH-980410-182,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980410-187,Olfactory pits nicely displaced medially. Alcian Blue: no jaw defect visible in the few fish stained.
ZDB-FISH-980410-189,Phenotypic class: fin} retinotectal projection; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980410-200,Impaired balance} sometimes go crazy.
ZDB-FISH-980410-216,Similar to <em>touchdown</em>.
ZDB-FISH-980410-219,Phenotypic class: xanthophores; Visible at: d2; Viability: adult viable
ZDB-FISH-980410-226,Outcross to wildtype shows 14 wildtype and 14 mutants. One cross made between carriers} no obvious embryonic phenotype found. 5 out of 15 fish with interrupted stripes found.
ZDB-FISH-980410-268,Phenotypic class: somites; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980410-293,Looks similar to <em>accordion</em>.
ZDB-FISH-980410-299,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980410-321,Phenotypic class: melanophores} iridophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980410-322,Phenotypic class: melanophores} iridophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980410-325,Phenotypic class: melanophores} iridophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980410-339,Phenotypic class: fin; Visible at: d1; Viability: adult viable
