sanger_preinput_feature_abbrev|sanger_preinput_gene_zdb_id|sanger_preinput_test
sa36881|ZDB-GENE-030131-3606|-030131-3606
sa36884|ZDB-GENE-030616-39|-030616-39
sa36893|ZDB-GENE-040426-2452|-040426-2452
sa36901|ZDB-GENE-030131-2214|-030131-2214
sa36904|ZDB-GENE-060503-334|-060503-334
sa36905|ZDB-GENE-060503-334|-060503-334
sa36907|ZDB-GENE-040426-2619|-040426-2619
sa36918|ZDB-GENE-060503-63|-060503-63
sa36926|ZDB-GENE-040724-214|-040724-214
sa36927|ZDB-GENE-040724-213|-040724-213
sa36931|ZDB-GENE-121214-361|-121214-361
sa36934|ZDB-GENE-050523-2|-050523-2
sa36941|ZDB-GENE-040724-81|-040724-81
sa36944|ZDB-GENE-030131-4862|-030131-4862
sa36945|ZDB-GENE-040426-760|-040426-760
sa36950|ZDB-GENE-081022-79|-081022-79
sa36951|ZDB-GENE-080204-35|-080204-35
sa36953|ZDB-GENE-030131-3507|-030131-3507
sa36956|ZDB-GENE-030131-5126|-030131-5126
sa36960|ZDB-GENE-070206-10|-070206-10
sa36962|ZDB-GENE-110524-4|-110524-4
sa36963|ZDB-GENE-081031-76|-081031-76
sa36966|ZDB-GENE-040426-789|-040426-789
sa36980|ZDB-GENE-030131-7205|-030131-7205
sa36984|ZDB-GENE-030131-304|-030131-304
sa36985|ZDB-GENE-030131-1505|-030131-1505
sa36987|ZDB-GENE-040724-172|-040724-172
sa36996|ZDB-GENE-081104-156|-081104-156
sa37000|ZDB-GENE-040712-6|-040712-6
sa37025|ZDB-GENE-030131-4420|-030131-4420
sa37040|ZDB-GENE-030131-4172|-030131-4172
sa37044|ZDB-GENE-041001-123|-041001-123
sa37046|ZDB-GENE-030131-4477|-030131-4477
sa37048|ZDB-GENE-041001-148|-041001-148
sa37049|ZDB-GENE-041001-127|-041001-127
sa37066|ZDB-GENE-040625-126|-040625-126
sa37070|ZDB-GENE-030131-9732|-030131-9732
sa37072|ZDB-GENE-030131-9960|-030131-9960
sa37076|ZDB-GENE-040801-127|-040801-127
sa37077|ZDB-GENE-081104-270|-081104-270
sa37090|ZDB-GENE-030131-6410|-030131-6410
sa37091|ZDB-GENE-041014-325|-041014-325
sa37105|ZDB-GENE-041001-188|-041001-188
sa37106|ZDB-GENE-041014-372|-041014-372
sa37108|ZDB-GENE-041014-372|-041014-372
sa37118|ZDB-GENE-041014-351|-041014-351
sa37132|ZDB-GENE-030131-1411|-030131-1411
sa37137|ZDB-GENE-041014-290|-041014-290
sa37138|ZDB-GENE-050419-52|-050419-52
sa37139|ZDB-GENE-050419-52|-050419-52
sa37141|ZDB-GENE-041014-155|-041014-155
sa37158|ZDB-GENE-040718-304|-040718-304
sa37174|ZDB-GENE-130603-26|-130603-26
sa37183|ZDB-GENE-081104-242|-081104-242
sa37184|ZDB-GENE-050116-3|-050116-3
sa37185|ZDB-GENE-070705-554|-070705-554
sa37186|ZDB-GENE-031112-1|-031112-1
sa37188|ZDB-GENE-031112-1|-031112-1
sa37195|ZDB-GENE-030131-1016|-030131-1016
sa37211|ZDB-GENE-091116-14|-091116-14
sa37214|ZDB-GENE-070402-1|-070402-1
sa37217|ZDB-GENE-030131-6392|-030131-6392
sa37221|ZDB-GENE-060518-4|-060518-4
sa37233|ZDB-GENE-091117-3|-091117-3
sa37234|ZDB-GENE-040702-6|-040702-6
sa37238|ZDB-GENE-070410-72|-070410-72
sa37246|ZDB-GENE-051202-1|-051202-1
sa37249|ZDB-GENE-091204-190|-091204-190
sa37250|ZDB-GENE-040718-344|-040718-344
sa37251|ZDB-GENE-040426-950|-040426-950
sa37257|ZDB-GENE-091118-111|-091118-111
sa37266|ZDB-GENE-040724-66|-040724-66
sa37272|ZDB-GENE-030131-6141|-030131-6141
sa37279|ZDB-GENE-091204-85|-091204-85
sa37280|ZDB-GENE-080917-20|-080917-20
sa37283|ZDB-GENE-040426-1358|-040426-1358
sa37288|ZDB-GENE-091113-6|-091113-6
sa37289|ZDB-GENE-070810-5|-070810-5
sa37295|ZDB-GENE-091110-4|-091110-4
sa37297|ZDB-GENE-120409-1|-120409-1
sa37298|ZDB-GENE-120215-105|-120215-105
sa37307|ZDB-GENE-990415-31|-990415-31
sa37314|ZDB-GENE-070806-47|-070806-47
sa37317|ZDB-GENE-040801-113|-040801-113
sa37318|ZDB-GENE-091118-118|-091118-118
sa37319|ZDB-GENE-091204-161|-091204-161
sa37321|ZDB-GENE-010328-4|-010328-4
sa37323|ZDB-GENE-030131-7949|-030131-7949
sa37325|ZDB-GENE-090421-1|-090421-1
sa37328|ZDB-GENE-090908-3|-090908-3
sa37337|ZDB-GENE-091204-20|-091204-20
sa37342|ZDB-GENE-041114-97|-041114-97
sa37351|ZDB-GENE-050227-19|-050227-19
sa37358|ZDB-GENE-080519-2|-080519-2
sa37366|ZDB-GENE-050327-20|-050327-20
sa37379|ZDB-GENE-120215-30|-120215-30
sa37380|ZDB-GENE-091118-1|-091118-1
sa37392|ZDB-GENE-030131-5336|-030131-5336
sa37400|ZDB-GENE-080219-42|-080219-42
sa37406|ZDB-GENE-050320-63|-050320-63
sa37411|ZDB-GENE-050208-466|-050208-466
sa37412|ZDB-GENE-050208-784|-050208-784
sa37422|ZDB-GENE-050208-551|-050208-551
sa37429|ZDB-GENE-070912-24|-070912-24
sa37430|ZDB-GENE-070912-24|-070912-24
sa37435|ZDB-GENE-050208-411|-050208-411
sa37445|ZDB-GENE-040408-1|-040408-1
sa37459|ZDB-GENE-050922-1|-050922-1
sa37464|ZDB-GENE-001205-2|-001205-2
sa37475|ZDB-GENE-050208-475|-050208-475
sa37480|ZDB-GENE-040426-754|-040426-754
sa37482|ZDB-GENE-030616-129|-030616-129
sa37486|ZDB-GENE-050208-502|-050208-502
sa37497|ZDB-GENE-050208-429|-050208-429
sa37503|ZDB-GENE-080108-1|-080108-1
sa37505|ZDB-GENE-080723-64|-080723-64
sa37508|ZDB-GENE-050208-597|-050208-597
sa37515|ZDB-GENE-041114-123|-041114-123
sa37516|ZDB-GENE-050208-620|-050208-620
sa37519|ZDB-GENE-070705-286|-070705-286
sa37526|ZDB-GENE-050208-356|-050208-356
sa37531|ZDB-GENE-050208-455|-050208-455
sa37538|ZDB-GENE-060503-46|-060503-46
sa37540|ZDB-GENE-030131-6041|-030131-6041
sa37546|ZDB-GENE-030131-3196|-030131-3196
sa37547|ZDB-GENE-030131-2721|-030131-2721
sa37555|ZDB-GENE-070705-172|-070705-172
sa37558|ZDB-GENE-100624-1|-100624-1
sa37578|ZDB-GENE-090312-152|-090312-152
sa37586|ZDB-GENE-040426-1125|-040426-1125
sa37589|ZDB-GENE-100922-114|-100922-114
sa37622|ZDB-GENE-040718-388|-040718-388
sa37625|ZDB-GENE-030131-9823|-030131-9823
sa37627|ZDB-GENE-050302-63|-050302-63
sa37628|ZDB-GENE-991110-23|-991110-23
sa37635|ZDB-GENE-090313-237|-090313-237
sa37646|ZDB-GENE-040822-33|-040822-33
sa37661|ZDB-GENE-040718-350|-040718-350
sa37662|ZDB-GENE-090313-228|-090313-228
sa37665|ZDB-GENE-090311-38|-090311-38
sa37666|ZDB-GENE-040426-1775|-040426-1775
sa37667|ZDB-GENE-050522-480|-050522-480
sa37671|ZDB-GENE-080409-2|-080409-2
sa37676|ZDB-GENE-030131-2202|-030131-2202
sa37680|ZDB-GENE-040426-2009|-040426-2009
sa37685|ZDB-GENE-090312-12|-090312-12
sa37687|ZDB-GENE-090313-341|-090313-341
sa37691|ZDB-GENE-050912-1|-050912-1
sa37696|ZDB-GENE-090313-241|-090313-241
sa37704|ZDB-GENE-050309-70|-050309-70
sa37706|ZDB-GENE-041010-67|-041010-67
sa37709|ZDB-GENE-030825-5|-030825-5
sa37712|ZDB-GENE-050309-232|-050309-232
sa37717|ZDB-GENE-030131-7126|-030131-7126
sa37720|ZDB-GENE-030131-5664|-030131-5664
sa37721|ZDB-GENE-060503-458|-060503-458
sa37726|ZDB-GENE-040426-1640|-040426-1640
sa37727|ZDB-GENE-030131-9359|-030131-9359
sa37747|ZDB-GENE-050327-4|-050327-4
sa37759|ZDB-GENE-090311-6|-090311-6
sa37775|ZDB-GENE-090313-311|-090313-311
sa37789|ZDB-GENE-110411-37|-110411-37
sa37794|ZDB-GENE-990415-65|-990415-65
sa37795|ZDB-GENE-050522-191|-050522-191
sa37799|ZDB-GENE-041212-13|-041212-13
sa37804|ZDB-GENE-120709-30|-120709-30
sa37805|ZDB-GENE-120709-30|-120709-30
sa37810|ZDB-GENE-091112-22|-091112-22
sa37815|ZDB-GENE-060720-33|-060720-33
sa37816|ZDB-GENE-131122-55|-131122-55
sa37825|ZDB-GENE-030131-7279|-030131-7279
sa37830|ZDB-GENE-060818-27|-060818-27
sa37831|ZDB-GENE-030131-5358|-030131-5358
sa37835|ZDB-GENE-080123-1|-080123-1
sa37843|ZDB-GENE-021011-1|-021011-1
sa37850|ZDB-GENE-050227-7|-050227-7
sa37852|ZDB-GENE-030131-8969|-030131-8969
sa37853|ZDB-GENE-030131-8969|-030131-8969
sa37854|ZDB-GENE-030131-8969|-030131-8969
sa37856|ZDB-GENE-101115-3|-101115-3
sa37866|ZDB-GENE-030131-9242|-030131-9242
sa37875|ZDB-GENE-060227-2|-060227-2
sa37883|ZDB-GENE-990415-122|-990415-122
sa37888|ZDB-GENE-051113-136|-051113-136
sa37893|ZDB-GENE-030114-9|-030114-9
sa37895|ZDB-GENE-050413-1|-050413-1
sa37907|ZDB-GENE-070510-2|-070510-2
sa37909|ZDB-GENE-030131-1393|-030131-1393
sa37915|ZDB-GENE-080219-11|-080219-11
sa37919|ZDB-GENE-040704-77|-040704-77
sa37927|ZDB-GENE-030429-14|-030429-14
sa37932|ZDB-GENE-030131-7799|-030131-7799
sa37935|ZDB-GENE-041008-121|-041008-121
sa37944|ZDB-GENE-030131-7393|-030131-7393
sa37948|ZDB-GENE-080204-51|-080204-51
sa37949|ZDB-GENE-080204-51|-080204-51
sa37952|ZDB-GENE-040724-165|-040724-165
sa37963|ZDB-GENE-051114-1|-051114-1
sa37964|ZDB-GENE-051114-1|-051114-1
sa37971|ZDB-GENE-070928-17|-070928-17
sa37977|ZDB-GENE-030131-2712|-030131-2712
sa37999|ZDB-GENE-050519-1|-050519-1
sa38000|ZDB-GENE-000210-20|-000210-20
sa38010|ZDB-GENE-061220-11|-061220-11
sa38020|ZDB-GENE-081104-280|-081104-280
sa38027|ZDB-GENE-061207-58|-061207-58
sa38031|ZDB-GENE-000427-10|-000427-10
sa38035|ZDB-GENE-091217-1|-091217-1
sa38036|ZDB-GENE-091217-1|-091217-1
sa38038|ZDB-GENE-030902-4|-030902-4
sa38041|ZDB-GENE-060312-25|-060312-25
sa38048|ZDB-GENE-041111-243|-041111-243
sa38055|ZDB-GENE-100422-18|-100422-18
sa38059|ZDB-GENE-030131-3543|-030131-3543
sa38064|ZDB-GENE-090313-229|-090313-229
sa38066|ZDB-GENE-130530-791|-130530-791
sa38067|ZDB-GENE-050731-10|-050731-10
sa38068|ZDB-GENE-080917-49|-080917-49
sa38071|ZDB-GENE-120703-34|-120703-34
sa38074|ZDB-GENE-070112-1522|-070112-1522
sa38075|ZDB-GENE-010306-1|-010306-1
sa38076|ZDB-GENE-050517-22|-050517-22
sa38079|ZDB-GENE-030131-3250|-030131-3250
sa38085|ZDB-GENE-990621-5|-990621-5
sa38099|ZDB-GENE-070410-70|-070410-70
sa38103|ZDB-GENE-131127-28|-131127-28
sa38107|ZDB-GENE-050809-111|-050809-111
sa38116|ZDB-GENE-061013-647|-061013-647
sa38117|ZDB-GENE-061013-647|-061013-647
sa38118|ZDB-GENE-061013-647|-061013-647
sa38122|ZDB-GENE-060306-1|-060306-1
sa38123|ZDB-GENE-060306-1|-060306-1
sa38126|ZDB-GENE-070424-31|-070424-31
sa38131|ZDB-GENE-040426-1386|-040426-1386
sa38145|ZDB-GENE-040426-858|-040426-858
sa38148|ZDB-GENE-121214-348|-121214-348
sa38154|ZDB-GENE-040426-1208|-040426-1208
sa38156|ZDB-GENE-050712-5|-050712-5
sa38158|ZDB-GENE-040426-697|-040426-697
sa38159|ZDB-GENE-050327-83|-050327-83
sa38175|ZDB-GENE-020419-24|-020419-24
sa38230|ZDB-GENE-030131-5044|-030131-5044
sa30800|ZDB-GENE-040426-2218|-040426-2218
sa30802|ZDB-GENE-050522-284|-050522-284
sa30803|ZDB-GENE-040718-453|-040718-453
sa30804|ZDB-GENE-021010-3|-021010-3
sa30806|ZDB-GENE-040808-59|-040808-59
sa30807|ZDB-GENE-090313-74|-090313-74
sa30808|ZDB-GENE-121214-140|-121214-140
sa30810|ZDB-GENE-040426-1717|-040426-1717
sa30813|ZDB-GENE-030131-6205|-030131-6205
sa30814|ZDB-GENE-060512-94|-060512-94
sa30815|ZDB-GENE-070112-702|-070112-702
sa30816|ZDB-GENE-081104-121|-081104-121
sa30817|ZDB-GENE-030131-6244|-030131-6244
sa30819|ZDB-GENE-070912-376|-070912-376
sa30820|ZDB-GENE-070912-400|-070912-400
sa30822|ZDB-GENE-050105-6|-050105-6
sa30823|ZDB-GENE-051101-2|-051101-2
sa30825|ZDB-GENE-070912-413|-070912-413
sa30826|ZDB-GENE-070912-197|-070912-197
sa30830|ZDB-GENE-010525-1|-010525-1
sa30831|ZDB-GENE-051031-1|-051031-1
sa30832|ZDB-GENE-081027-2|-081027-2
sa30833|ZDB-GENE-121205-4|-121205-4
sa30834|ZDB-GENE-100311-3|-100311-3
sa30835|ZDB-GENE-081022-10|-081022-10
sa30836|ZDB-GENE-030131-2711|-030131-2711
sa30837|ZDB-GENE-050114-1|-050114-1
sa30838|ZDB-GENE-081104-199|-081104-199
sa30839|ZDB-GENE-040426-2776|-040426-2776
sa30840|ZDB-GENE-040426-1596|-040426-1596
sa30843|ZDB-GENE-110307-2|-110307-2
sa30844|ZDB-GENE-041210-8|-041210-8
sa30845|ZDB-GENE-081104-64|-081104-64
sa30846|ZDB-GENE-041024-13|-041024-13
sa30847|ZDB-GENE-041210-236|-041210-236
sa30848|ZDB-GENE-000208-8|-000208-8
sa30851|ZDB-GENE-030826-35|-030826-35
sa30854|ZDB-GENE-101108-3|-101108-3
sa30857|ZDB-GENE-100921-23|-100921-23
sa30858|ZDB-GENE-050417-376|-050417-376
sa30859|ZDB-GENE-050102-2|-050102-2
sa30861|ZDB-GENE-040426-833|-040426-833
sa30863|ZDB-GENE-030131-378|-030131-378
sa30865|ZDB-GENE-070912-336|-070912-336
sa30866|ZDB-GENE-080402-6|-080402-6
sa30869|ZDB-GENE-990415-62|-990415-62
sa30870|ZDB-GENE-991228-4|-991228-4
sa30871|ZDB-GENE-040426-2682|-040426-2682
sa30872|ZDB-GENE-030131-419|-030131-419
sa30873|ZDB-GENE-050506-134|-050506-134
sa30874|ZDB-GENE-070718-6|-070718-6
sa30875|ZDB-GENE-100728-1|-100728-1
sa30878|ZDB-GENE-030131-2348|-030131-2348
sa30879|ZDB-GENE-030131-8179|-030131-8179
sa30880|ZDB-GENE-040724-209|-040724-209
sa30886|ZDB-GENE-070501-1|-070501-1
sa30887|ZDB-GENE-030131-1089|-030131-1089
sa30890|ZDB-GENE-030131-3758|-030131-3758
sa30892|ZDB-GENE-100422-11|-100422-11
sa30894|ZDB-GENE-041111-255|-041111-255
sa30895|ZDB-GENE-041111-255|-041111-255
sa30897|ZDB-GENE-031008-3|-031008-3
sa30898|ZDB-GENE-060610-1|-060610-1
sa30899|ZDB-GENE-110216-4|-110216-4
sa30900|ZDB-GENE-070720-17|-070720-17
sa30902|ZDB-GENE-080522-1|-080522-1
sa30903|ZDB-GENE-081105-33|-081105-33
sa30905|ZDB-GENE-070209-122|-070209-122
sa30906|ZDB-GENE-030131-2974|-030131-2974
sa30907|ZDB-GENE-010126-1|-010126-1
sa30909|ZDB-GENE-081104-480|-081104-480
sa30910|ZDB-GENE-081105-170|-081105-170
sa30912|ZDB-GENE-980526-214|-980526-214
sa30913|ZDB-GENE-070912-470|-070912-470
sa30914|ZDB-GENE-081104-380|-081104-380
sa30915|ZDB-GENE-070912-407|-070912-407
sa30916|ZDB-GENE-030131-9830|-030131-9830
sa30917|ZDB-GENE-070501-8|-070501-8
sa30918|ZDB-GENE-070803-2|-070803-2
sa30919|ZDB-GENE-050410-12|-050410-12
sa30920|ZDB-GENE-030131-5773|-030131-5773
sa30921|ZDB-GENE-080219-25|-080219-25
sa30922|ZDB-GENE-030616-533|-030616-533
sa30924|ZDB-GENE-030113-2|-030113-2
sa30925|ZDB-GENE-030113-2|-030113-2
sa30927|ZDB-GENE-030131-4426|-030131-4426
sa30928|ZDB-GENE-050417-122|-050417-122
sa30929|ZDB-GENE-050411-59|-050411-59
sa30932|ZDB-GENE-091204-245|-091204-245
sa30933|ZDB-GENE-091204-245|-091204-245
sa30934|ZDB-GENE-080506-1|-080506-1
sa30935|ZDB-GENE-060503-384|-060503-384
sa30937|ZDB-GENE-091113-40|-091113-40
sa30938|ZDB-GENE-050417-366|-050417-366
sa30941|ZDB-GENE-030131-5344|-030131-5344
sa30943|ZDB-GENE-030131-8470|-030131-8470
sa30950|ZDB-GENE-070130-1|-070130-1
sa30951|ZDB-GENE-050208-66|-050208-66
sa30952|ZDB-GENE-040625-96|-040625-96
sa30953|ZDB-GENE-061013-184|-061013-184
sa30954|ZDB-GENE-040426-1301|-040426-1301
sa30955|ZDB-GENE-050214-1|-050214-1
sa30956|ZDB-GENE-040426-2511|-040426-2511
sa30957|ZDB-GENE-081031-78|-081031-78
sa30958|ZDB-GENE-050220-1|-050220-1
sa30959|ZDB-GENE-121214-37|-121214-37
sa30960|ZDB-GENE-030131-9112|-030131-9112
sa30961|ZDB-GENE-080303-26|-080303-26
sa30962|ZDB-GENE-040718-418|-040718-418
sa30965|ZDB-GENE-131119-12|-131119-12
sa30967|ZDB-GENE-090410-5|-090410-5
sa30968|ZDB-GENE-030131-4078|-030131-4078
sa30969|ZDB-GENE-080402-10|-080402-10
sa30970|ZDB-GENE-090313-315|-090313-315
sa30971|ZDB-GENE-090313-70|-090313-70
sa30972|ZDB-GENE-040426-1256|-040426-1256
sa30974|ZDB-GENE-090312-104|-090312-104
sa30975|ZDB-GENE-030323-1|-030323-1
sa30976|ZDB-GENE-070705-541|-070705-541
sa30977|ZDB-GENE-030131-1723|-030131-1723
sa30978|ZDB-GENE-070928-42|-070928-42
sa30980|ZDB-GENE-061103-355|-061103-355
sa30981|ZDB-GENE-030131-579|-030131-579
sa30983|ZDB-GENE-070922-1|-070922-1
sa30984|ZDB-GENE-030131-4218|-030131-4218
sa30985|ZDB-GENE-080303-31|-080303-31
sa30986|ZDB-GENE-990415-192|-990415-192
sa30987|ZDB-GENE-030131-7696|-030131-7696
sa30988|ZDB-GENE-040822-15|-040822-15
sa30989|ZDB-GENE-110601-1|-110601-1
sa30990|ZDB-GENE-131127-555|-131127-555
sa30991|ZDB-GENE-040426-2038|-040426-2038
sa30992|ZDB-GENE-131122-78|-131122-78
sa30994|ZDB-GENE-080430-1|-080430-1
sa30995|ZDB-GENE-131121-20|-131121-20
sa30996|ZDB-GENE-020829-1|-020829-1
sa30997|ZDB-GENE-050306-47|-050306-47
sa30998|ZDB-GENE-110411-6|-110411-6
sa30999|ZDB-GENE-030219-146|-030219-146
sa31000|ZDB-GENE-030616-399|-030616-399
sa31001|ZDB-GENE-100922-275|-100922-275
sa31002|ZDB-GENE-071205-7|-071205-7
sa31003|ZDB-GENE-100922-283|-100922-283
sa31005|ZDB-GENE-081022-39|-081022-39
sa31006|ZDB-GENE-080220-35|-080220-35
sa31008|ZDB-GENE-050419-118|-050419-118
sa31010|ZDB-GENE-070521-5|-070521-5
sa31011|ZDB-GENE-070720-7|-070720-7
sa31012|ZDB-GENE-060503-263|-060503-263
sa31014|ZDB-GENE-130530-880|-130530-880
sa31015|ZDB-GENE-131121-169|-131121-169
sa31016|ZDB-GENE-111020-16|-111020-16
sa31019|ZDB-GENE-040426-1821|-040426-1821
sa31020|ZDB-GENE-060503-543|-060503-543
sa31022|ZDB-GENE-040426-960|-040426-960
sa31023|ZDB-GENE-050419-81|-050419-81
sa31024|ZDB-GENE-050420-32|-050420-32
sa31025|ZDB-GENE-070702-5|-070702-5
sa31026|ZDB-GENE-060503-208|-060503-208
sa31027|ZDB-GENE-050517-17|-050517-17
sa31028|ZDB-GENE-030131-5790|-030131-5790
sa31031|ZDB-GENE-060503-436|-060503-436
sa31032|ZDB-GENE-060503-204|-060503-204
sa31033|ZDB-GENE-050522-535|-050522-535
sa31034|ZDB-GENE-090303-4|-090303-4
sa31035|ZDB-GENE-060503-437|-060503-437
sa31036|ZDB-GENE-060503-433|-060503-433
sa31037|ZDB-GENE-030131-6729|-030131-6729
sa31039|ZDB-GENE-041014-28|-041014-28
sa31040|ZDB-GENE-040426-2750|-040426-2750
sa31041|ZDB-GENE-030131-2941|-030131-2941
sa31043|ZDB-GENE-030904-7|-030904-7
sa31044|ZDB-GENE-041001-138|-041001-138
sa31045|ZDB-GENE-030131-4172|-030131-4172
sa31046|ZDB-GENE-041001-209|-041001-209
sa31047|ZDB-GENE-041014-309|-041014-309
sa31048|ZDB-GENE-030131-3955|-030131-3955
sa31049|ZDB-GENE-050314-5|-050314-5
sa31050|ZDB-GENE-031222-5|-031222-5
sa31051|ZDB-GENE-081031-79|-081031-79
sa31052|ZDB-GENE-041014-243|-041014-243
sa31053|ZDB-GENE-030131-6392|-030131-6392
sa31055|ZDB-GENE-091116-34|-091116-34
sa31056|ZDB-GENE-091118-129|-091118-129
sa31057|ZDB-GENE-040718-235|-040718-235
sa31058|ZDB-GENE-091112-9|-091112-9
sa31059|ZDB-GENE-050522-482|-050522-482
sa31060|ZDB-GENE-041114-97|-041114-97
sa31061|ZDB-GENE-091204-81|-091204-81
sa31062|ZDB-GENE-080815-6|-080815-6
sa31063|ZDB-GENE-070424-211|-070424-211
sa31064|ZDB-GENE-040801-10|-040801-10
sa31065|ZDB-GENE-050320-64|-050320-64
sa31067|ZDB-GENE-070912-120|-070912-120
sa31068|ZDB-GENE-030131-6208|-030131-6208
sa31069|ZDB-GENE-050208-492|-050208-492
sa31070|ZDB-GENE-070209-238|-070209-238
sa31071|ZDB-GENE-050208-475|-050208-475
sa31074|ZDB-GENE-060503-339|-060503-339
sa31078|ZDB-GENE-060929-1042|-060929-1042
sa31079|ZDB-GENE-040708-1|-040708-1
sa31080|ZDB-GENE-031107-1|-031107-1
sa31081|ZDB-GENE-050522-155|-050522-155
sa31082|ZDB-GENE-030131-3078|-030131-3078
sa31083|ZDB-GENE-991110-23|-991110-23
sa31084|ZDB-GENE-030411-5|-030411-5
sa31085|ZDB-GENE-050626-103|-050626-103
sa31086|ZDB-GENE-090311-29|-090311-29
sa31087|ZDB-GENE-060810-98|-060810-98
sa31088|ZDB-GENE-050912-1|-050912-1
sa31089|ZDB-GENE-030131-1668|-030131-1668
sa31091|ZDB-GENE-050208-261|-050208-261
sa31092|ZDB-GENE-080403-5|-080403-5
sa31093|ZDB-GENE-030131-3809|-030131-3809
sa31094|ZDB-GENE-060717-1|-060717-1
sa31095|ZDB-GENE-060717-1|-060717-1
sa31096|ZDB-GENE-031030-8|-031030-8
sa31098|ZDB-GENE-030131-3502|-030131-3502
sa31099|ZDB-GENE-080215-16|-080215-16
sa31100|ZDB-GENE-040704-53|-040704-53
sa31103|ZDB-GENE-061013-463|-061013-463
sa31104|ZDB-GENE-091112-7|-091112-7
sa31106|ZDB-GENE-000210-20|-000210-20
sa31108|ZDB-GENE-061207-58|-061207-58
sa31110|ZDB-GENE-100426-3|-100426-3
sa31111|ZDB-GENE-080409-1|-080409-1
sa31114|ZDB-GENE-130404-1|-130404-1
sa31115|ZDB-GENE-020513-2|-020513-2
sa31116|ZDB-GENE-100922-25|-100922-25
sa31118|ZDB-GENE-030404-2|-030404-2
sa31119|ZDB-GENE-111111-1|-111111-1
sa39528|ZDB-GENE-031204-3|-031204-3
sa39535|ZDB-GENE-030131-6545|-030131-6545
sa39536|ZDB-GENE-050517-9|-050517-9
sa39548|ZDB-GENE-040219-6|-040219-6
sa39555|ZDB-GENE-090312-158|-090312-158
sa39557|ZDB-GENE-090312-158|-090312-158
sa39559|ZDB-GENE-010426-1|-010426-1
sa39560|ZDB-GENE-090311-17|-090311-17
sa39561|ZDB-GENE-090311-17|-090311-17
sa39574|ZDB-GENE-120206-1|-120206-1
sa39576|ZDB-GENE-030131-428|-030131-428
sa39585|ZDB-GENE-070308-2|-070308-2
sa39586|ZDB-GENE-070308-2|-070308-2
sa39587|ZDB-GENE-040219-7|-040219-7
sa39588|ZDB-GENE-070410-52|-070410-52
sa39589|ZDB-GENE-040426-2218|-040426-2218
sa39590|ZDB-GENE-090313-52|-090313-52
sa39607|ZDB-GENE-030131-4025|-030131-4025
sa39609|ZDB-GENE-041111-282|-041111-282
sa39616|ZDB-GENE-090312-168|-090312-168
sa39617|ZDB-GENE-090312-168|-090312-168
sa39622|ZDB-GENE-090313-409|-090313-409
sa39623|ZDB-GENE-090312-72|-090312-72
sa39630|ZDB-GENE-090312-178|-090312-178
sa39633|ZDB-GENE-010122-1|-010122-1
sa39635|ZDB-GENE-090312-22|-090312-22
sa39636|ZDB-GENE-090312-22|-090312-22
sa39638|ZDB-GENE-090311-43|-090311-43
sa39642|ZDB-GENE-030131-9788|-030131-9788
sa39645|ZDB-GENE-060512-221|-060512-221
sa39646|ZDB-GENE-050420-170|-050420-170
sa39650|ZDB-GENE-030131-6735|-030131-6735
sa39651|ZDB-GENE-060217-3|-060217-3
sa39653|ZDB-GENE-040718-453|-040718-453
sa39656|ZDB-GENE-021010-3|-021010-3
sa39658|ZDB-GENE-990415-131|-990415-131
sa39661|ZDB-GENE-070112-412|-070112-412
sa39662|ZDB-GENE-090313-350|-090313-350
sa39664|ZDB-GENE-050417-343|-050417-343
sa39666|ZDB-GENE-030131-5705|-030131-5705
sa39676|ZDB-GENE-040426-2765|-040426-2765
sa39677|ZDB-GENE-040801-98|-040801-98
sa39681|ZDB-GENE-090311-16|-090311-16
sa39684|ZDB-GENE-990714-26|-990714-26
sa39687|ZDB-GENE-080721-5|-080721-5
sa39691|ZDB-GENE-011128-2|-011128-2
sa39692|ZDB-GENE-040426-2894|-040426-2894
sa39693|ZDB-GENE-080204-12|-080204-12
sa39694|ZDB-GENE-060616-2|-060616-2
sa39697|ZDB-GENE-040808-59|-040808-59
sa39704|ZDB-GENE-041008-101|-041008-101
sa39707|ZDB-GENE-090313-74|-090313-74
sa39708|ZDB-GENE-061013-502|-061013-502
sa39710|ZDB-GENE-110310-6|-110310-6
sa39711|ZDB-GENE-121214-140|-121214-140
sa39713|ZDB-GENE-121214-192|-121214-192
sa39719|ZDB-GENE-121214-70|-121214-70
sa39720|ZDB-GENE-121214-167|-121214-167
sa39721|ZDB-GENE-121214-69|-121214-69
sa39723|ZDB-GENE-050913-133|-050913-133
sa39727|ZDB-GENE-121214-114|-121214-114
sa39734|ZDB-GENE-050417-453|-050417-453
sa39739|ZDB-GENE-120824-2|-120824-2
sa39747|ZDB-GENE-100712-2|-100712-2
sa39748|ZDB-GENE-030716-3|-030716-3
sa39750|ZDB-GENE-040912-134|-040912-134
sa39756|ZDB-GENE-081104-74|-081104-74
sa39759|ZDB-GENE-040924-3|-040924-3
sa39760|ZDB-GENE-081104-34|-081104-34
sa39761|ZDB-GENE-131120-69|-131120-69
sa39763|ZDB-GENE-070705-287|-070705-287
sa39770|ZDB-GENE-990415-60|-990415-60
sa39771|ZDB-GENE-030131-6205|-030131-6205
sa39774|ZDB-GENE-070912-641|-070912-641
sa39786|ZDB-GENE-070705-340|-070705-340
sa39792|ZDB-GENE-031010-44|-031010-44
sa39794|ZDB-GENE-030131-6851|-030131-6851
